claim_id,claim,evidence,label,dataset,source,metadata
scifact_train_434,Foxp3 enables the expression of transcriptional regulators implicated in memory T cell development.,,NOT_ENOUGH_INFO,scifact,Docs: 9500590,"{""original_id"": 434, ""cited_doc_ids"": [9500590], ""is_grounded"": false}"
scifact_train_435,Foxp3 represses the expression of transcriptional regulators implicated in memory T cell development.,,NOT_ENOUGH_INFO,scifact,Docs: 9500590,"{""original_id"": 435, ""cited_doc_ids"": [9500590], ""is_grounded"": false}"
scifact_train_441_doc2014909_rat0,G-CSF increases the expansion and infiltration of MDSCs into tumors.,"Here, integrating human tumour genomics and syngeneic mammary tumour models, we demonstrate that mTOR signalling in cancer cells dictates a mammary tumour's ability to stimulate MDSC accumulation through regulating G-CSF.",SUPPORTS,scifact,PubMed_2014909: Oncogenic mTOR signaling recruits myeloid-derived suppressor cells to promote tumor initiation,"{""original_id"": 441, ""doc_id"": 2014909, ""doc_title"": ""Oncogenic mTOR signaling recruits myeloid-derived suppressor cells to promote tumor initiation"", ""sentence_indices"": [2], ""is_grounded"": true}"
scifact_train_444_doc10165258_rat0,GATA3 regulates cell cycle progression in bone marrow hematopoietic stem cells.,"Furthermore, Gata3 mutant hematopoietic progenitor cells fail to be recruited into an increased cycling state after 5-fluorouracil-induced myelosuppression. Therefore, GATA-3 is required for the maintenance of a normal number of LT-HSCs and for their entry into the cell cycle.",SUPPORTS,scifact,PubMed_10165258: GATA-3 regulates hematopoietic stem cell maintenance and cell-cycle entry.,"{""original_id"": 444, ""doc_id"": 10165258, ""doc_title"": ""GATA-3 regulates hematopoietic stem cell maintenance and cell-cycle entry."", ""sentence_indices"": [5, 6], ""is_grounded"": true}"
scifact_train_445_doc10165258_rat0,GATA3 regulates self-renewal capacity in bone marrow hematopoietic stem cells.,"In the present study, we show that Gata3-null mutant mice generate fewer LT-HSCs and that fewer Gata3-null LT-HSCs are in cycle.",SUPPORTS,scifact,PubMed_10165258: GATA-3 regulates hematopoietic stem cell maintenance and cell-cycle entry.,"{""original_id"": 445, ""doc_id"": 10165258, ""doc_title"": ""GATA-3 regulates hematopoietic stem cell maintenance and cell-cycle entry."", ""sentence_indices"": [4], ""is_grounded"": true}"
scifact_train_445_doc10165258_rat1,GATA3 regulates self-renewal capacity in bone marrow hematopoietic stem cells.,"Therefore, GATA-3 is required for the maintenance of a normal number of LT-HSCs and for their entry into the cell cycle.",SUPPORTS,scifact,PubMed_10165258: GATA-3 regulates hematopoietic stem cell maintenance and cell-cycle entry.,"{""original_id"": 445, ""doc_id"": 10165258, ""doc_title"": ""GATA-3 regulates hematopoietic stem cell maintenance and cell-cycle entry."", ""sentence_indices"": [6], ""is_grounded"": true}"
scifact_train_447_doc2052720_rat0,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,"The estimated odds ratio for the risk of gastric cancer in those with a history of infection with H pylori was 2.77 (95% confidence interval 1.04 to 7.97, 2p = 0.039).",REFUTES,scifact,PubMed_2052720: Association between infection with Helicobacter pylori and risk of gastric cancer: evidence from a prospective investigation.,"{""original_id"": 447, ""doc_id"": 2052720, ""doc_title"": ""Association between infection with Helicobacter pylori and risk of gastric cancer: evidence from a prospective investigation."", ""sentence_indices"": [6], ""is_grounded"": true}"
scifact_train_447_doc2052720_rat1,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,CONCLUSIONS H pylori infection may be an important cause of gastric cancer; between 35% and 55% of all cases may be associated with such an infection.,REFUTES,scifact,PubMed_2052720: Association between infection with Helicobacter pylori and risk of gastric cancer: evidence from a prospective investigation.,"{""original_id"": 447, ""doc_id"": 2052720, ""doc_title"": ""Association between infection with Helicobacter pylori and risk of gastric cancer: evidence from a prospective investigation."", ""sentence_indices"": [7], ""is_grounded"": true}"
scifact_train_448_doc2052720_rat0,Gastric infection with Helicobacter pylori increases risk of gastric cancer in humans.,"The estimated odds ratio for the risk of gastric cancer in those with a history of infection with H pylori was 2.77 (95% confidence interval 1.04 to 7.97, 2p = 0.039).",SUPPORTS,scifact,PubMed_2052720: Association between infection with Helicobacter pylori and risk of gastric cancer: evidence from a prospective investigation.,"{""original_id"": 448, ""doc_id"": 2052720, ""doc_title"": ""Association between infection with Helicobacter pylori and risk of gastric cancer: evidence from a prospective investigation."", ""sentence_indices"": [6], ""is_grounded"": true}"
scifact_train_448_doc2052720_rat1,Gastric infection with Helicobacter pylori increases risk of gastric cancer in humans.,CONCLUSIONS H pylori infection may be an important cause of gastric cancer; between 35% and 55% of all cases may be associated with such an infection.,SUPPORTS,scifact,PubMed_2052720: Association between infection with Helicobacter pylori and risk of gastric cancer: evidence from a prospective investigation.,"{""original_id"": 448, ""doc_id"": 2052720, ""doc_title"": ""Association between infection with Helicobacter pylori and risk of gastric cancer: evidence from a prospective investigation."", ""sentence_indices"": [7], ""is_grounded"": true}"
scifact_train_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,,NOT_ENOUGH_INFO,scifact,"Docs: 12209494,3430789","{""original_id"": 449, ""cited_doc_ids"": [12209494, 3430789], ""is_grounded"": false}"
scifact_train_453_doc4200695_rat0,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,There was a significantly greater improvement in the Constant-Murley score in the specific exercise group than in the control exercise group (24 points (95% confidence interval 19 to 28.0) v 9 points (5 to 13); mean difference between group: 15 points (8.5 to 20.6)).,REFUTES,scifact,PubMed_4200695: Effect of specific exercise strategy on need for surgery in patients with subacromial impingement syndrome: randomised controlled study,"{""original_id"": 453, ""doc_id"": 4200695, ""doc_title"": ""Effect of specific exercise strategy on need for surgery in patients with subacromial impingement syndrome: randomised controlled study"", ""sentence_indices"": [11], ""is_grounded"": true}"
scifact_train_454_doc4200695_rat0,General exercise therapy is more effective than scapular stabilizer exercises in reducing pain and improving function of the shoulder.,There was a significantly greater improvement in the Constant-Murley score in the specific exercise group than in the control exercise group (24 points (95% confidence interval 19 to 28.0) v 9 points (5 to 13); mean difference between group: 15 points (8.5 to 20.6)).,REFUTES,scifact,PubMed_4200695: Effect of specific exercise strategy on need for surgery in patients with subacromial impingement syndrome: randomised controlled study,"{""original_id"": 454, ""doc_id"": 4200695, ""doc_title"": ""Effect of specific exercise strategy on need for surgery in patients with subacromial impingement syndrome: randomised controlled study"", ""sentence_indices"": [11], ""is_grounded"": true}"
scifact_train_454_doc4200695_rat1,General exercise therapy is more effective than scapular stabilizer exercises in reducing pain and improving function of the shoulder.,"Significantly more patients in the specific exercise group reported successful outcome (defined as large improvement or recovered) in the patients' global assessment of change because of treatment: 69% (35/51) v 24% (11/46); odds ratio 7.6, 3.1 to 18.9; P<0.001.",REFUTES,scifact,PubMed_4200695: Effect of specific exercise strategy on need for surgery in patients with subacromial impingement syndrome: randomised controlled study,"{""original_id"": 454, ""doc_id"": 4200695, ""doc_title"": ""Effect of specific exercise strategy on need for surgery in patients with subacromial impingement syndrome: randomised controlled study"", ""sentence_indices"": [12], ""is_grounded"": true}"
scifact_train_454_doc4200695_rat2,General exercise therapy is more effective than scapular stabilizer exercises in reducing pain and improving function of the shoulder.,"CONCLUSION A specific exercise strategy, focusing on strengthening eccentric exercises for the rotator cuff and concentric/eccentric exercises for the scapula stabilisers, is effective in reducing pain and improving shoulder function in patients with persistent subacromial impingement syndrome.",REFUTES,scifact,PubMed_4200695: Effect of specific exercise strategy on need for surgery in patients with subacromial impingement syndrome: randomised controlled study,"{""original_id"": 454, ""doc_id"": 4200695, ""doc_title"": ""Effect of specific exercise strategy on need for surgery in patients with subacromial impingement syndrome: randomised controlled study"", ""sentence_indices"": [14], ""is_grounded"": true}"
scifact_train_455_doc12643937_rat0,Genes involved in pre-mRNA splicing have a significant impact on genome stability.,"We demonstrate a widespread role for mRNA-processing factors in preventing DNA damage, which in some cases is caused by aberrant RNA-DNA structures.",SUPPORTS,scifact,PubMed_12643937: A genome-wide siRNA screen reveals diverse cellular processes and pathways that mediate genome stability.,"{""original_id"": 455, ""doc_id"": 12643937, ""doc_title"": ""A genome-wide siRNA screen reveals diverse cellular processes and pathways that mediate genome stability."", ""sentence_indices"": [3], ""is_grounded"": true}"
scifact_train_456,Genes regulated by Esrrb transcription factor are sensitive to Mbd3 function.,,NOT_ENOUGH_INFO,scifact,Docs: 30507607,"{""original_id"": 456, ""cited_doc_ids"": [30507607], ""is_grounded"": false}"
scifact_train_458_doc597790_rat0,Genetic deficiency of mast cells leads to decreased weight gain in a mouse model of diet-induced obesity.,"Furthermore, in the context of mice on a Western diet, genetically induced deficiency of mast cells, or their pharmacological stabilization, reduces body weight gain and levels of inflammatory cytokines, chemokines and proteases in serum and WAT, in concert with improved glucose homeostasis and energy expenditure.",SUPPORTS,scifact,PubMed_597790: Deficiency and pharmacological stabilization of mast cells reduce diet-induced obesity and diabetes in mice,"{""original_id"": 458, ""doc_id"": 597790, ""doc_title"": ""Deficiency and pharmacological stabilization of mast cells reduce diet-induced obesity and diabetes in mice"", ""sentence_indices"": [3], ""is_grounded"": true}"
scifact_train_461_doc40096222_rat0,Genetic deletion of JAM-A increases gut permeability.,"Mice lacking junctional adhesion molecule A (JAM-A, encoded by F11r) exhibit enhanced intestinal epithelial permeability, bacterial translocation, and elevated colonic lymphocyte numbers, yet do not develop colitis.",SUPPORTS,scifact,PubMed_40096222: Compromised intestinal epithelial barrier induces adaptive immune compensation that protects from colitis.,"{""original_id"": 461, ""doc_id"": 40096222, ""doc_title"": ""Compromised intestinal epithelial barrier induces adaptive immune compensation that protects from colitis."", ""sentence_indices"": [0], ""is_grounded"": true}"
scifact_train_463_doc19736671_rat0,Genomic aberrations of metastases provide information for targeted therapy.,Mouse tumors that mimic the genetic heterogeneity of human cancers can aid our understanding of the clonal evolution of metastasis and provide a realistic model for the testing of novel therapies.,SUPPORTS,scifact,PubMed_19736671: Evolution of metastasis revealed by mutational landscapes of chemically induced skin cancers,"{""original_id"": 463, ""doc_id"": 19736671, ""doc_title"": ""Evolution of metastasis revealed by mutational landscapes of chemically induced skin cancers"", ""sentence_indices"": [5], ""is_grounded"": true}"
scifact_train_466_doc22544171_rat0,Genomic sequences involved in alternative splicing responsible for Hutchinson-Gilford progeria syndrome (HGPS) are abundant in the ''progerinonly'' allele of Lmna knock-in models.,"Hutchinson-Gilford progeria syndrome (HGPS) is a childhood premature aging disease caused by a spontaneous point mutation in lamin A (encoded by LMNA), one of the major architectural elements of the mammalian cell nucleus. The mutant LMNA mRNA and lamin A protein can be efficiently eliminated by correction of the aberrant splicing event using a modified oligonucleotide targeted to the activated cryptic splice site. Upon splicing correction, HGPS fibroblasts assume normal nuclear morphology, the aberrant nuclear distribution and cellular levels of lamina-associated proteins are rescued, defects in heterochromatin-specific histone modifications are corrected and proper expression of several misregulated genes is reestablished.",REFUTES,scifact,PubMed_22544171: Reversal of the cellular phenotype in the premature aging disease Hutchinson-Gilford progeria syndrome,"{""original_id"": 466, ""doc_id"": 22544171, ""doc_title"": ""Reversal of the cellular phenotype in the premature aging disease Hutchinson-Gilford progeria syndrome"", ""sentence_indices"": [0, 4, 5], ""is_grounded"": true}"
scifact_train_469_doc1410197_rat0,Glial calcium waves influence seizures.,"We found that a Ca2+ elevation in astrocytes correlates with both the initial development and the maintenance of a focal, seizure-like discharge. Our data reveal that neurons engage astrocytes in a recurrent excitatory loop (possibly involving gliotransmission) that promotes seizure ignition and sustains the ictal discharge.",SUPPORTS,scifact,PubMed_1410197: An Excitatory Loop with Astrocytes Contributes to Drive Neurons to Seizure Threshold,"{""original_id"": 469, ""doc_id"": 1410197, ""doc_title"": ""An Excitatory Loop with Astrocytes Contributes to Drive Neurons to Seizure Threshold"", ""sentence_indices"": [6, 10], ""is_grounded"": true}"
scifact_train_470_doc12685434_rat0,"Glioblastoma multiforme (GBM) is characterized by extensive invasion, rapid growth, necrosis, and angiogenesis.","These include glioblastoma multiforme (GBM), which is characterized by independent but interrelated features of extensive invasion into normal brain parenchyma, rapid growth, necrosis, and angiogenesis.",SUPPORTS,scifact,PubMed_12685434: Guanylate binding protein 1 is a novel effector of EGFR-driven invasion in glioblastoma,"{""original_id"": 470, ""doc_id"": 12685434, ""doc_title"": ""Guanylate binding protein 1 is a novel effector of EGFR-driven invasion in glioblastoma"", ""sentence_indices"": [2], ""is_grounded"": true}"
scifact_train_472,Glucose restriction to 0.05% reduces RLS (replicative life span) by 20-40% in S. cerevisiae.,,NOT_ENOUGH_INFO,scifact,"Docs: 7185591,26330861,4414481","{""original_id"": 472, ""cited_doc_ids"": [7185591, 26330861, 4414481], ""is_grounded"": false}"
scifact_train_473,Glycan adaptation involves insertion-deletion events.,,NOT_ENOUGH_INFO,scifact,Docs: 4373433,"{""original_id"": 473, ""cited_doc_ids"": [4373433], ""is_grounded"": false}"
scifact_train_474,Glycan adaptation is rarely observed in the B-cell repertoire.,,NOT_ENOUGH_INFO,scifact,Docs: 4373433,"{""original_id"": 474, ""cited_doc_ids"": [4373433], ""is_grounded"": false}"
scifact_train_479_doc6325527_rat0,Gpr124 increases BBB breakdown in mouse models of ischemic stroke.,"Here Gpr124 conditional knockout (CKO) in the endothelia of adult mice did not affect homeostatic BBB integrity, but resulted in BBB disruption and microvascular hemorrhage in mouse models of both ischemic stroke and glioblastoma, accompanied by reduced cerebrovascular canonical Wnt-β-catenin signaling.",REFUTES,scifact,PubMed_6325527: Gpr124 is essential for blood–brain barrier integrity in central nervous system disease,"{""original_id"": 479, ""doc_id"": 6325527, ""doc_title"": ""Gpr124 is essential for blood\u2013brain barrier integrity in central nervous system disease"", ""sentence_indices"": [2], ""is_grounded"": true}"
scifact_train_480_doc6325527_rat0,Gpr124 suppresses BBB breakdown in mouse models of ischemic stroke.,"Here Gpr124 conditional knockout (CKO) in the endothelia of adult mice did not affect homeostatic BBB integrity, but resulted in BBB disruption and microvascular hemorrhage in mouse models of both ischemic stroke and glioblastoma, accompanied by reduced cerebrovascular canonical Wnt-β-catenin signaling.",SUPPORTS,scifact,PubMed_6325527: Gpr124 is essential for blood–brain barrier integrity in central nervous system disease,"{""original_id"": 480, ""doc_id"": 6325527, ""doc_title"": ""Gpr124 is essential for blood\u2013brain barrier integrity in central nervous system disease"", ""sentence_indices"": [2], ""is_grounded"": true}"
scifact_train_481,Guanine nucleotide dissociation inhibitor (Rho-GDI) interacts with the p75 NTR death domain,,NOT_ENOUGH_INFO,scifact,Docs: 14706752,"{""original_id"": 481, ""cited_doc_ids"": [14706752], ""is_grounded"": false}"
scifact_train_482_doc10991183_rat0,Guanine nucleotide exchange factors (GEFs) mediate RhoA activation in response to tensional forces on fibronectin-binding integrins.,"By combining biochemical and biophysical approaches, we identified two guanine nucleotide exchange factors (GEFs), LARG and GEF-H1, as key molecules that regulate the cellular adaptation to force.",SUPPORTS,scifact,PubMed_10991183: The Rho GEFs LARG and GEF-H1 regulate the mechanical response to force on integrins,"{""original_id"": 482, ""doc_id"": 10991183, ""doc_title"": ""The Rho GEFs LARG and GEF-H1 regulate the mechanical response to force on integrins"", ""sentence_indices"": [3], ""is_grounded"": true}"
scifact_train_483_doc22703082_rat0,H.pylori-mediated gastric cancer occurs due to the accumulation of mutations in host epithelial cells.,H. pylori-mediated upregulation of AID resulted in the accumulation of nucleotide alterations in the TP53 tumor suppressor gene in gastric cells in vitro.,SUPPORTS,scifact,PubMed_22703082: Helicobacter pylori infection triggers aberrant expression of activation-induced cytidine deaminase in gastric epithelium,"{""original_id"": 483, ""doc_id"": 22703082, ""doc_title"": ""Helicobacter pylori infection triggers aberrant expression of activation-induced cytidine deaminase in gastric epithelium"", ""sentence_indices"": [2], ""is_grounded"": true}"
scifact_train_483_doc22703082_rat1,H.pylori-mediated gastric cancer occurs due to the accumulation of mutations in host epithelial cells.,Our findings provide evidence that aberrant AID expression caused by H. pylori infection might be a mechanism of mutation accumulation in the gastric mucosa during H. pylori-associated gastric carcinogenesis.,SUPPORTS,scifact,PubMed_22703082: Helicobacter pylori infection triggers aberrant expression of activation-induced cytidine deaminase in gastric epithelium,"{""original_id"": 483, ""doc_id"": 22703082, ""doc_title"": ""Helicobacter pylori infection triggers aberrant expression of activation-induced cytidine deaminase in gastric epithelium"", ""sentence_indices"": [3], ""is_grounded"": true}"
scifact_train_484,"H4 G94P proteins induce chromatin assembly, which increases free histones.",,NOT_ENOUGH_INFO,scifact,Docs: 14637235,"{""original_id"": 484, ""cited_doc_ids"": [14637235], ""is_grounded"": false}"
scifact_train_485,H4 G94P proteins induce degradation of free histones via Rad53-dependent mechanisms.,,NOT_ENOUGH_INFO,scifact,Docs: 14637235,"{""original_id"": 485, ""cited_doc_ids"": [14637235], ""is_grounded"": false}"
scifact_train_486,"H4 G94P proteins inhibit chromatin assembly, which decreases free histones.",,NOT_ENOUGH_INFO,scifact,Docs: 14637235,"{""original_id"": 486, ""cited_doc_ids"": [14637235], ""is_grounded"": false}"
scifact_train_487,H4 G94P proteins suppress degradation of free histones via Rad53-dependent mechanisms.,,NOT_ENOUGH_INFO,scifact,Docs: 14637235,"{""original_id"": 487, ""cited_doc_ids"": [14637235], ""is_grounded"": false}"
scifact_train_488_doc1780819_rat0,HAND2 methylation is a key step in early endometrial carcinogenesis.,"METHODS AND FINDINGS Epigenome-wide methylation analysis of >27,000 CpG sites in endometrial cancer tissue samples (n = 64) and control samples (n = 23) revealed that HAND2 (a gene encoding a transcription factor expressed in the endometrial stroma) is one of the most commonly hypermethylated and silenced genes in endometrial cancer.",SUPPORTS,scifact,PubMed_1780819: Role of DNA Methylation and Epigenetic Silencing of HAND2 in Endometrial Cancer Development,"{""original_id"": 488, ""doc_id"": 1780819, ""doc_title"": ""Role of DNA Methylation and Epigenetic Silencing of HAND2 in Endometrial Cancer Development"", ""sentence_indices"": [4], ""is_grounded"": true}"
scifact_train_488_doc1780819_rat1,HAND2 methylation is a key step in early endometrial carcinogenesis.,Increased HAND2 methylation was a feature of premalignant endometrial lesions and was seen to parallel a decrease in RNA and protein levels.,SUPPORTS,scifact,PubMed_1780819: Role of DNA Methylation and Epigenetic Silencing of HAND2 in Endometrial Cancer Development,"{""original_id"": 488, ""doc_id"": 1780819, ""doc_title"": ""Role of DNA Methylation and Epigenetic Silencing of HAND2 in Endometrial Cancer Development"", ""sentence_indices"": [7], ""is_grounded"": true}"
scifact_train_488_doc1780819_rat2,HAND2 methylation is a key step in early endometrial carcinogenesis.,HAND2 methylation analysis of endometrial secretions collected using high vaginal swabs taken from women with postmenopausal bleeding specifically identified those patients with early stage endometrial cancer with both high sensitivity and high specificity (receiver operating characteristics area under the curve = 0.91 for stage 1A and 0.97 for higher than stage 1A).,SUPPORTS,scifact,PubMed_1780819: Role of DNA Methylation and Epigenetic Silencing of HAND2 in Endometrial Cancer Development,"{""original_id"": 488, ""doc_id"": 1780819, ""doc_title"": ""Role of DNA Methylation and Epigenetic Silencing of HAND2 in Endometrial Cancer Development"", ""sentence_indices"": [9], ""is_grounded"": true}"
scifact_train_488_doc1780819_rat3,HAND2 methylation is a key step in early endometrial carcinogenesis.,CONCLUSIONS HAND2 methylation is a common and crucial molecular alteration in endometrial cancer that could potentially be employed as a biomarker for early detection of endometrial cancer and as a predictor of treatment response.,SUPPORTS,scifact,PubMed_1780819: Role of DNA Methylation and Epigenetic Silencing of HAND2 in Endometrial Cancer Development,"{""original_id"": 488, ""doc_id"": 1780819, ""doc_title"": ""Role of DNA Methylation and Epigenetic Silencing of HAND2 in Endometrial Cancer Development"", ""sentence_indices"": [11], ""is_grounded"": true}"
scifact_train_489,HIV trans-activator protein (TAT) effectively transports large and small molecules across cellular membranes into larger populations of neurons.,,NOT_ENOUGH_INFO,scifact,Docs: 6625693,"{""original_id"": 489, ""cited_doc_ids"": [6625693], ""is_grounded"": false}"
scifact_train_490,HNF4A mutations are associated with macrosomia in infancy.,,NOT_ENOUGH_INFO,scifact,Docs: 56893404,"{""original_id"": 490, ""cited_doc_ids"": [56893404], ""is_grounded"": false}"
scifact_train_492,HOXB4 facilitates HSC expansion when co-cultured with HSCs.,,NOT_ENOUGH_INFO,scifact,Docs: 19583924,"{""original_id"": 492, ""cited_doc_ids"": [19583924], ""is_grounded"": false}"
scifact_train_493,HOXB4 is a highly expressed component of cellular secretome from fetal liver cell populations.,,NOT_ENOUGH_INFO,scifact,Docs: 19583924,"{""original_id"": 493, ""cited_doc_ids"": [19583924], ""is_grounded"": false}"
scifact_train_494,HSCT-T dosage may not be diagnostic if the onset of symptoms occurs less than 3 hours before AMI.,,NOT_ENOUGH_INFO,scifact,Docs: 34873974,"{""original_id"": 494, ""cited_doc_ids"": [34873974], ""is_grounded"": false}"
scifact_train_495_doc17077004_rat0,Having a main partner improves HIV outcomes.,"In an analysis stratified by previous antiretroviral therapy and clinical stage when starting HAART (US Centers for Disease Control and Prevention group A, B, or C), the adjusted hazard ratio for progression to AIDS or death was 0.79 (95% confidence interval 0.63 to 0.98) for participants with a stable partnership compared with those without.",SUPPORTS,scifact,PubMed_17077004: Stable partnership and progression to AIDS or death in HIV infected patients receiving highly active antiretroviral therapy: Swiss HIV cohort study.,"{""original_id"": 495, ""doc_id"": 17077004, ""doc_title"": ""Stable partnership and progression to AIDS or death in HIV infected patients receiving highly active antiretroviral therapy: Swiss HIV cohort study."", ""sentence_indices"": [7], ""is_grounded"": true}"
scifact_train_495_doc17077004_rat1,Having a main partner improves HIV outcomes.,CONCLUSIONS A stable partnership is associated with a slower rate of progression to AIDS or death in HIV infected patients receiving HAART.,SUPPORTS,scifact,PubMed_17077004: Stable partnership and progression to AIDS or death in HIV infected patients receiving highly active antiretroviral therapy: Swiss HIV cohort study.,"{""original_id"": 495, ""doc_id"": 17077004, ""doc_title"": ""Stable partnership and progression to AIDS or death in HIV infected patients receiving highly active antiretroviral therapy: Swiss HIV cohort study."", ""sentence_indices"": [9], ""is_grounded"": true}"
scifact_train_498_doc17077004_rat0,Having a main partner worsens HIV outcomes.,"In an analysis stratified by previous antiretroviral therapy and clinical stage when starting HAART (US Centers for Disease Control and Prevention group A, B, or C), the adjusted hazard ratio for progression to AIDS or death was 0.79 (95% confidence interval 0.63 to 0.98) for participants with a stable partnership compared with those without.",REFUTES,scifact,PubMed_17077004: Stable partnership and progression to AIDS or death in HIV infected patients receiving highly active antiretroviral therapy: Swiss HIV cohort study.,"{""original_id"": 498, ""doc_id"": 17077004, ""doc_title"": ""Stable partnership and progression to AIDS or death in HIV infected patients receiving highly active antiretroviral therapy: Swiss HIV cohort study."", ""sentence_indices"": [7], ""is_grounded"": true}"
scifact_train_498_doc17077004_rat1,Having a main partner worsens HIV outcomes.,CONCLUSIONS A stable partnership is associated with a slower rate of progression to AIDS or death in HIV infected patients receiving HAART.,REFUTES,scifact,PubMed_17077004: Stable partnership and progression to AIDS or death in HIV infected patients receiving highly active antiretroviral therapy: Swiss HIV cohort study.,"{""original_id"": 498, ""doc_id"": 17077004, ""doc_title"": ""Stable partnership and progression to AIDS or death in HIV infected patients receiving highly active antiretroviral therapy: Swiss HIV cohort study."", ""sentence_indices"": [9], ""is_grounded"": true}"
scifact_train_499_doc26064662_rat0,HbA1c consistently overestimates glycemic control in black individuals with Sickle cell trait (SCT).,"In unadjusted GEE analyses, for a given fasting glucose, HbA1c values were statistically significantly lower in those with (5.72%) vs those without (6.01%) SCT (mean HbA1c difference, −0.29%; 95% CI, −0.35% to −0.23%).",REFUTES,scifact,PubMed_26064662: Association of Sickle Cell Trait With Hemoglobin A1c in African Americans,"{""original_id"": 499, ""doc_id"": 26064662, ""doc_title"": ""Association of Sickle Cell Trait With Hemoglobin A1c in African Americans"", ""sentence_indices"": [10], ""is_grounded"": true}"
scifact_train_499_doc26064662_rat1,HbA1c consistently overestimates glycemic control in black individuals with Sickle cell trait (SCT).,"Findings were similar in models adjusted for key risk factors and in analyses using 2001 concurrent measures of 2-hour glucose and HbA1c concentration for those with SCT (mean, 5.35%) vs those without SCT (mean, 5.65%) for a mean HbA1c difference of −0.30% (95% CI, −0.39% to −0.21%).",REFUTES,scifact,PubMed_26064662: Association of Sickle Cell Trait With Hemoglobin A1c in African Americans,"{""original_id"": 499, ""doc_id"": 26064662, ""doc_title"": ""Association of Sickle Cell Trait With Hemoglobin A1c in African Americans"", ""sentence_indices"": [11], ""is_grounded"": true}"
scifact_train_499_doc26064662_rat2,HbA1c consistently overestimates glycemic control in black individuals with Sickle cell trait (SCT).,The prevalence of prediabetes and diabetes was statistically significantly lower among participants with SCT when defined using HbA1c values (29.2% vs 48.6% for prediabetes and 3.8% vs 7.3% for diabetes in 572 observations from participants with SCT and 6877 observations from participants without SCT; P<.001 for both comparisons).,REFUTES,scifact,PubMed_26064662: Association of Sickle Cell Trait With Hemoglobin A1c in African Americans,"{""original_id"": 499, ""doc_id"": 26064662, ""doc_title"": ""Association of Sickle Cell Trait With Hemoglobin A1c in African Americans"", ""sentence_indices"": [13], ""is_grounded"": true}"
scifact_train_499_doc26064662_rat3,HbA1c consistently overestimates glycemic control in black individuals with Sickle cell trait (SCT).,"Conclusions and Relevance Among African Americans from 2 large, well-established cohorts, participants with SCT had lower levels of HbA1c at any given concentration of fasting or 2-hour glucose compared with participants without SCT.",REFUTES,scifact,PubMed_26064662: Association of Sickle Cell Trait With Hemoglobin A1c in African Americans,"{""original_id"": 499, ""doc_id"": 26064662, ""doc_title"": ""Association of Sickle Cell Trait With Hemoglobin A1c in African Americans"", ""sentence_indices"": [14], ""is_grounded"": true}"
scifact_train_499_doc26064662_rat4,HbA1c consistently overestimates glycemic control in black individuals with Sickle cell trait (SCT).,These findings suggest that HbA1c may systematically underestimate past glycemia in black patients with SCT and may require further evaluation.,REFUTES,scifact,PubMed_26064662: Association of Sickle Cell Trait With Hemoglobin A1c in African Americans,"{""original_id"": 499, ""doc_id"": 26064662, ""doc_title"": ""Association of Sickle Cell Trait With Hemoglobin A1c in African Americans"", ""sentence_indices"": [15], ""is_grounded"": true}"
scifact_train_500_doc17930286_rat0,Headaches are correlated with cognitive impairment.,Evidence was lacking for cognitive impairment for any headache type with or without brain lesions.,REFUTES,scifact,"PubMed_17930286: Headache, migraine, and structural brain lesions and function: population based Epidemiology of Vascular Ageing-MRI study","{""original_id"": 500, ""doc_id"": 17930286, ""doc_title"": ""Headache, migraine, and structural brain lesions and function: population based Epidemiology of Vascular Ageing-MRI study"", ""sentence_indices"": [12], ""is_grounded"": true}"
scifact_train_504_doc10883736_rat0,Healthy volunteers exhibit rapid and transient increase of cellular ATP after being bolus-injected with fructose.,Liver ATP levels were similar in the 2 groups before fructose infusion and decreased similarly in both after fructose infusion (P = .01 vs initial ATP levels).,REFUTES,scifact,PubMed_10883736: Alterations in liver ATP homeostasis in human nonalcoholic steatohepatitis: a pilot study.,"{""original_id"": 504, ""doc_id"": 10883736, ""doc_title"": ""Alterations in liver ATP homeostasis in human nonalcoholic steatohepatitis: a pilot study."", ""sentence_indices"": [11], ""is_grounded"": true}"
scifact_train_505_doc22703082_rat0,Helicobacter pylori-induced aberrant NF-kB-dependent expression of activation-induced cytidine deaminase contributes to the mutagenesis of host DNA.,"Here we show that infection of gastric epithelial cells with 'cag' pathogenicity island (cagPAI)-positive H. pylori induced aberrant expression of activation-induced cytidine deaminase (AID), a member of the cytidine-deaminase family that acts as a DNA- and RNA-editing enzyme, via the IκB kinase-dependent nuclear factor-κB activation pathway.",SUPPORTS,scifact,PubMed_22703082: Helicobacter pylori infection triggers aberrant expression of activation-induced cytidine deaminase in gastric epithelium,"{""original_id"": 505, ""doc_id"": 22703082, ""doc_title"": ""Helicobacter pylori infection triggers aberrant expression of activation-induced cytidine deaminase in gastric epithelium"", ""sentence_indices"": [1], ""is_grounded"": true}"
