id,verifiable,label,claim,evidence,claim_clean,claim_norm
213026,VERIFIABLE,SUPPORTS,Marlon Brando was in a film.,"[[[252690, 252470, 'Marlon_Brando', 4], [252690, 252470, 'Apocalypse_Now', 0], [252690, 252470, 'Last_Tango_in_Paris', 0], [252690, 252470, 'Reflections_in_a_Golden_Eye_-LRB-film-RRB-', 0], [252690, 252470, 'Sayonara', 0], [252690, 252470, 'The_Wild_One', 0]], [[252690, 252471, 'Marlon_Brando', 8], [252690, 252471, 'Julius_Caesar_-LRB-1953_film-RRB-', 0]], [[252690, 252472, 'Marlon_Brando', 9], [252690, 252472, 'On_the_Waterfront', 0], [252690, 252472, 'The_Wild_One', 0]], [[252690, 252473, 'Marlon_Brando', 11], [252690, 252473, 'Julius_Caesar_-LRB-1953_film-RRB-', 0], [252690, 252473, 'Sayonara', 0]], [[252690, 252474, 'Marlon_Brando', 16], [252690, 252474, 'Julius_Caesar_-LRB-1953_film-RRB-', 0], [252690, 252474, 'Mutiny_on_the_Bounty_-LRB-1962_film-RRB-', 0], [252690, 252474, 'One-Eyed_Jacks', 0]], [[252690, 252475, 'Marlon_Brando', 17], [252690, 252475, 'The_Godfather', 0]], [[252690, 252476, 'Marlon_Brando', 19], [252690, 252476, 'Last_Tango_in_Paris', 0]], [[252690, 252477, 'Marlon_Brando', 20], [252690, 252477, 'The_Missouri_Breaks', 0]], [[252690, 252478, 'Marlon_Brando', 21], [252690, 252478, 'Superman_-LRB-1978_film-RRB-', 0], [252690, 252478, 'The_Formula_-LRB-1980_film-RRB-', 0]], [[252690, 252479, 'Marlon_Brando', 23], [252690, 252479, 'Apocalypse_Now', 0]]]",Marlon Brando was in a film.,marlon brando was in a film.
35144,VERIFIABLE,REFUTES,Matt Smith's first televised part was in the BBC adaptation of Philip Pullman's The Shadow in the North.,"[[[51341, 61063, 'Matt_Smith_-LRB-actor-RRB-', 9], [51341, 61063, 'The_Ruby_in_the_Smoke', 3]]]",Matt Smith's first televised part was in the BBC adaptation of Philip Pullman's The Shadow in the North.,matt smith's first televised part was in the bbc adaptation of philip pullman's the shadow in the north.
31928,VERIFIABLE,REFUTES,Adele is an actress.,"[[[48052, 57372, 'Adele', 0]]]",Adele is an actress.,adele is an actress.
209529,NOT VERIFIABLE,NOT ENOUGH INFO,"Sleep can be disrupted by dyssomnia, insomnia, hypersomnia, narcolepsy, sleep apnea, parasomnia, sleepwalking, REM behavior disorder, bruxism, and circadian rhythm sleep disorders.","[[[248083, None, None, None]]]","Sleep can be disrupted by dyssomnia, insomnia, hypersomnia, narcolepsy, sleep apnea, parasomnia, sleepwalking, REM behavior disorder, bruxism, and circadian rhythm sleep disorders.","sleep can be disrupted by dyssomnia, insomnia, hypersomnia, narcolepsy, sleep apnea, parasomnia, sleepwalking, rem behavior disorder, bruxism, and circadian rhythm sleep disorders."
45454,VERIFIABLE,REFUTES,Mark Bomback is from Boston.,"[[[61791, 72260, 'Mark_Bomback', 0]]]",Mark Bomback is from Boston.,mark bomback is from boston.
86636,VERIFIABLE,REFUTES,Galaxy Quest was directed by James Cameron.,"[[[103780, 117288, 'Galaxy_Quest', 0]]]",Galaxy Quest was directed by James Cameron.,galaxy quest was directed by james cameron.
98625,VERIFIABLE,REFUTES,A crown colony is also known as something else.,"[[[116307, 130211, 'Crown_colony', 0]]]",A crown colony is also known as something else.,a crown colony is also known as something else.
203300,NOT VERIFIABLE,NOT ENOUGH INFO,Extreme environments can be caused by carbon monoxide.,"[[[239803, None, None, None]]]",Extreme environments can be caused by carbon monoxide.,extreme environments can be caused by carbon monoxide.
184826,NOT VERIFIABLE,NOT ENOUGH INFO,Hungary is bordered by China.,"[[[216421, None, None, None], [216423, None, None, None]]]",Hungary is bordered by China.,hungary is bordered by china.
226345,VERIFIABLE,REFUTES,Gift of the Night Fury exclusively stars the voices of people from Kenya.,"[[[269856, 266042, 'Gift_of_the_Night_Fury', 6], [269856, 266042, 'Gerard_Butler', 0], [269856, 266042, 'Jay_Baruchel', 0]]]",Gift of the Night Fury exclusively stars the voices of people from Kenya.,gift of the night fury exclusively stars the voices of people from kenya.
216049,VERIFIABLE,SUPPORTS,The 19th G7 summit included politicians.,"[[[256682, 255854, '19th_G7_summit', 4], [256682, 255854, 'President_of_the_European_Commission', 0]]]",The 19th G7 summit included politicians.,the 19th g7 summit included politicians.
68928,VERIFIABLE,REFUTES,The Who is a record producer.,"[[[85561, 97869, 'The_Who', 0]]]",The Who is a record producer.,the who is a record producer.
205948,NOT VERIFIABLE,NOT ENOUGH INFO,Cosmopolitan as of 2011 contains content which includes articles on political dialogue.,"[[[243386, None, None, None]]]",Cosmopolitan as of 2011 contains content which includes articles on political dialogue.,cosmopolitan as of 2011 contains content which includes articles on political dialogue.
159351,VERIFIABLE,REFUTES,Lee Harvey Oswald was Canadian.,"[[[183709, 195701, 'Lee_Harvey_Oswald', 0]]]",Lee Harvey Oswald was Canadian.,lee harvey oswald was canadian.
145853,NOT VERIFIABLE,NOT ENOUGH INFO,The Boston Celtics share their arena with the Boston Red Sox.,"[[[169215, None, None, None]]]",The Boston Celtics share their arena with the Boston Red Sox.,the boston celtics share their arena with the boston red sox.
132671,VERIFIABLE,SUPPORTS,Donald Sutherland is a person.,"[[[155096, 169811, 'Donald_Sutherland', 0]]]",Donald Sutherland is a person.,donald sutherland is a person.
133378,NOT VERIFIABLE,NOT ENOUGH INFO,Zach Galifianakis starred in The Matrix.,"[[[155918, None, None, None]]]",Zach Galifianakis starred in The Matrix.,zach galifianakis starred in the matrix.
118474,VERIFIABLE,REFUTES,The Germanic peoples are an American group.,"[[[138994, 154070, 'Germanic_peoples', 0], [138994, 154070, 'Proto-Indo-Europeans', 0]], [[139001, 154076, 'Germanic_peoples', 0]], [[139002, 154077, 'Germanic_peoples', 0]]]",The Germanic peoples are an American group.,the germanic peoples are an american group.
95735,NOT VERIFIABLE,NOT ENOUGH INFO,24 is a historical fiction film.,"[[[113244, None, None, None]]]",24 is a historical fiction film.,24 is a historical fiction film.
16461,VERIFIABLE,REFUTES,The Boys from Brazil stars Liv Ullmann.,"[[[31838, 38641, 'The_Boys_from_Brazil_-LRB-film-RRB-', 1]]]",The Boys from Brazil stars Liv Ullmann.,the boys from brazil stars liv ullmann.
213260,VERIFIABLE,SUPPORTS,The Nile drains through a forest.,"[[[252996, 252861, 'Nile', 2], [252996, 252861, 'Burundi', 38], [252996, 252861, 'Kenya', 11]]]",The Nile drains through a forest.,the nile drains through a forest.
182116,VERIFIABLE,SUPPORTS,Loving starred Marton Csokas.,"[[[211769, 219415, 'Loving_-LRB-2016_film-RRB-', 7]]]",Loving starred Marton Csokas.,loving starred marton csokas.
29745,VERIFIABLE,REFUTES,Michael Jordan was a truck driver.,"[[[45859, 54764, 'Michael_Jordan', 0]]]",Michael Jordan was a truck driver.,michael jordan was a truck driver.
87619,NOT VERIFIABLE,NOT ENOUGH INFO,David Carradine was a producer.,"[[[104819, None, None, None]]]",David Carradine was a producer.,david carradine was a producer.
177037,VERIFIABLE,SUPPORTS,Asset management may apply to intangible assets such as human capital.,"[[[205154, 213803, 'Asset_management', 1]]]",Asset management may apply to intangible assets such as human capital.,asset management may apply to intangible assets such as human capital.
77544,NOT VERIFIABLE,NOT ENOUGH INFO,Ryder is an Armenian company.,"[[[94483, None, None, None]]]",Ryder is an Armenian company.,ryder is an armenian company.
214854,VERIFIABLE,REFUTES,History of art only includes computers.,"[[[255127, 254641, 'History_of_art', 2]]]",History of art only includes computers.,history of art only includes computers.
88226,NOT VERIFIABLE,NOT ENOUGH INFO,Italy's natives are Italians.,"[[[105433, None, None, None]]]",Italy's natives are Italians.,italy's natives are italians.
187708,VERIFIABLE,REFUTES,United Kingdom is a car.,"[[[219020, 225160, 'United_Kingdom', 0]]]",United Kingdom is a car.,united kingdom is a car.
228913,VERIFIABLE,REFUTES,Drama school offers zero degrees.,"[[[273130, 268693, 'Drama_school', 1]], [[273130, 268694, 'Drama_school', 2]]]",Drama school offers zero degrees.,drama school offers zero degrees.
3986,NOT VERIFIABLE,NOT ENOUGH INFO,Minions is a film production.,"[[[20196, None, None, None]]]",Minions is a film production.,minions is a film production.
192612,VERIFIABLE,SUPPORTS,Odin is often accompanied by a wolf.,"[[[225355, 230023, 'Odin', 16]]]",Odin is often accompanied by a wolf.,odin is often accompanied by a wolf.
182561,NOT VERIFIABLE,NOT ENOUGH INFO,Movies are a popular culture category.,"[[[212344, None, None, None]]]",Movies are a popular culture category.,movies are a popular culture category.
43917,VERIFIABLE,SUPPORTS,Joe Manganiello has worked with an actor.,"[[[60255, 70647, 'Joe_Manganiello', 5], [60255, 70647, 'Magic_Mike', 0]]]",Joe Manganiello has worked with an actor.,joe manganiello has worked with an actor.
199080,VERIFIABLE,REFUTES,International Relations includes animals.,"[[[234069, 236961, 'International_relations', 9]], [[234069, 236962, 'International_relations', 10]]]",International Relations includes animals.,international relations includes animals.
120755,VERIFIABLE,REFUTES,The Academy Honorary Award was instituted for an award previous called the Palm d'Or.,"[[[141809, 157059, 'Academy_Honorary_Award', 0]]]",The Academy Honorary Award was instituted for an award previous called the Palm d'Or.,the academy honorary award was instituted for an award previous called the palm d'or.
225147,VERIFIABLE,REFUTES,Chet Atkins only produced records for Michael Jackson.,"[[[268296, 264902, 'Chet_Atkins', 8]]]",Chet Atkins only produced records for Michael Jackson.,chet atkins only produced records for michael jackson.
36799,VERIFIABLE,SUPPORTS,Cirrhosis can cause death.,"[[[52994, 62944, 'Cirrhosis', 29]]]",Cirrhosis can cause death.,cirrhosis can cause death.
199056,NOT VERIFIABLE,NOT ENOUGH INFO,International Relations includes the U.N.,"[[[234038, None, None, None]]]",International Relations includes the U.N.,international relations includes the u.n.
55343,NOT VERIFIABLE,NOT ENOUGH INFO,Mackenzie Foy starred in Twilight.,"[[[71707, None, None, None]]]",Mackenzie Foy starred in Twilight.,mackenzie foy starred in twilight.
110092,VERIFIABLE,REFUTES,"West Hollywood, California is referred to as SoHo.","[[[130172, 144906, 'West_Hollywood,_California', 0]]]","West Hollywood, California is referred to as SoHo.","west hollywood, california is referred to as soho."
184564,VERIFIABLE,SUPPORTS,The Shadow Line was produced by Hugo Blick.,"[[[215001, 221944, 'The_Shadow_Line_-LRB-TV_series-RRB-', 2]]]",The Shadow Line was produced by Hugo Blick.,the shadow line was produced by hugo blick.
51508,VERIFIABLE,REFUTES,Helena Bonham Carter is unable to act in movies.,"[[[67864, 78714, 'Helena_Bonham_Carter', 1]], [[67864, 78715, 'Helena_Bonham_Carter', 2], [67864, 78715, 'The_Wings_of_the_Dove_-LRB-1997_film-RRB-', 0]], [[67864, 78716, 'Helena_Bonham_Carter', 3], [67864, 78716, ""The_King's_Speech"", 0]], [[67864, 78717, 'Helena_Bonham_Carter', 7]], [[67864, 78718, 'Helena_Bonham_Carter', 8]], [[67864, 78719, 'Helena_Bonham_Carter', 9], [67864, 78719, 'Alice_in_Wonderland_-LRB-2010_film-RRB-', 0], [67864, 78719, 'Planet_of_the_Apes_-LRB-2001_film-RRB-', 0], [67864, 78719, 'Dark_Shadows_-LRB-film-RRB-', 0], [67864, 78719, 'Big_Fish', 0], [67864, 78719, 'Alice_Through_the_Looking_Glass_-LRB-2016_film-RRB-', 0], [67864, 78719, 'Sweeney_Todd-COLON-_The_Demon_Barber_of_Fleet_Street_-LRB-2007_film-RRB-', 0], [67864, 78719, 'Corpse_Bride', 0], [67864, 78719, 'Charlie_and_the_Chocolate_Factory_-LRB-film-RRB-', 0]], [[67864, 78720, 'Helena_Bonham_Carter', 10]], [[67864, 78721, 'Helena_Bonham_Carter', 4]]]",Helena Bonham Carter is unable to act in movies.,helena bonham carter is unable to act in movies.
123829,VERIFIABLE,REFUTES,Paul Pogba ended his career with Manchester United.,"[[[145335, 160327, 'Paul_Pogba', 0]]]",Paul Pogba ended his career with Manchester United.,paul pogba ended his career with manchester united.
191625,VERIFIABLE,REFUTES,Famous in Love failed to star any actors.,"[[[224101, 228968, 'Famous_in_Love', 1]]]",Famous in Love failed to star any actors.,famous in love failed to star any actors.
113155,NOT VERIFIABLE,NOT ENOUGH INFO,Northeast megalopolis includes Portland.,"[[[132736, None, None, None]]]",Northeast megalopolis includes Portland.,northeast megalopolis includes portland.
192483,VERIFIABLE,REFUTES,Francois de Belleforest translated the works of Elena Ferrante.,"[[[225178, 229856, 'François_de_Belleforest', 9]]]",Francois de Belleforest translated the works of Elena Ferrante.,francois de belleforest translated the works of elena ferrante.
24004,VERIFIABLE,REFUTES,The Fosters is a recorded work.,"[[[39937, 48049, 'The_Fosters_-LRB-2013_TV_series-RRB-', 0]]]",The Fosters is a recorded work.,the fosters is a recorded work.
44317,VERIFIABLE,SUPPORTS,Destiny is centered around gun and weapon-based combat.,"[[[60734, 71221, 'Destiny_-LRB-video_game-RRB-', 0], [60734, 71221, 'First-person_shooter', 0]]]",Destiny is centered around gun and weapon-based combat.,destiny is centered around gun and weapon-based combat.
81387,VERIFIABLE,SUPPORTS,Mel Brooks is a producer.,"[[[98438, 111544, 'Mel_Brooks', 8], [98438, 111544, 'High_Anxiety', 0]]]",Mel Brooks is a producer.,mel brooks is a producer.
208943,VERIFIABLE,REFUTES,Funny or Die produces The Late Show.,"[[[247341, 247658, 'Funny_or_Die', 0], [247341, 247658, 'The_Late_Show_with_Stephen_Colbert', 1]]]",Funny or Die produces The Late Show.,funny or die produces the late show.
163414,VERIFIABLE,SUPPORTS,"Ilkhanate contained Iran, Iraq, Armenia, Azerbaijan, Georgia, Turkmenistan, Turkey, western Afghanistan, and southwestern Pakistan.","[[[188112, 199650, 'Ilkhanate', 4]]]","Ilkhanate contained Iran, Iraq, Armenia, Azerbaijan, Georgia, Turkmenistan, Turkey, western Afghanistan, and southwestern Pakistan.","ilkhanate contained iran, iraq, armenia, azerbaijan, georgia, turkmenistan, turkey, western afghanistan, and southwestern pakistan."
26880,NOT VERIFIABLE,NOT ENOUGH INFO,Edward Norton is a Gemini.,"[[[43043, None, None, None]]]",Edward Norton is a Gemini.,edward norton is a gemini.
196728,VERIFIABLE,REFUTES,Phantoms is an Armenian film.,"[[[231166, 234702, 'Phantoms_-LRB-film-RRB-', 0]]]",Phantoms is an Armenian film.,phantoms is an armenian film.
187710,NOT VERIFIABLE,NOT ENOUGH INFO,"The UK is a member of the Commonwealth of Nations, the Council of Europe, the G7 finance ministers, the G7 forum, the G20, NATO, the Organisation for Economic Co-operation and Development (OECD), and the World Trade Organization (WTO).","[[[219023, None, None, None]]]","The UK is a member of the Commonwealth of Nations, the Council of Europe, the G7 finance ministers, the G7 forum, the G20, NATO, the Organisation for Economic Co-operation and Development (OECD), and the World Trade Organization (WTO).","the uk is a member of the commonwealth of nations, the council of europe, the g7 finance ministers, the g7 forum, the g20, nato, the organisation for economic co-operation and development (oecd), and the world trade organization (wto)."
191760,NOT VERIFIABLE,NOT ENOUGH INFO,German is a Western Romance Language.,"[[[224282, None, None, None]]]",German is a Western Romance Language.,german is a western romance language.
100858,VERIFIABLE,REFUTES,Get Out stars Brad Pitt.,"[[[118553, 132402, 'Get_Out_-LRB-film-RRB-', 1]]]",Get Out stars Brad Pitt.,get out stars brad pitt.
191789,VERIFIABLE,REFUTES,German is a Western Romance Language.,"[[[224309, 229153, 'Western_Romance_languages', 0], [224309, 229153, 'German_language', 0]]]",German is a Western Romance Language.,german is a western romance language.
203242,NOT VERIFIABLE,NOT ENOUGH INFO,Extreme environments can be caused by a variety of factors that push equilibrium off.,"[[[239815, None, None, None]]]",Extreme environments can be caused by a variety of factors that push equilibrium off.,extreme environments can be caused by a variety of factors that push equilibrium off.
95984,VERIFIABLE,SUPPORTS,"Beverly Hills, 90210 addressed numerous topical issues such as date rape, gay rights, animal rights, alcoholism, drug abuse, domestic violence, sex, antisemitism, racism, teenage suicide, teenage pregnancy, and AIDS.","[[[113514, 127394, 'Beverly_Hills,_90210', 10]]]","Beverly Hills, 90210 addressed numerous topical issues such as date rape, gay rights, animal rights, alcoholism, drug abuse, domestic violence, sex, antisemitism, racism, teenage suicide, teenage pregnancy, and AIDS.","beverly hills, 90210 addressed numerous topical issues such as date rape, gay rights, animal rights, alcoholism, drug abuse, domestic violence, sex, antisemitism, racism, teenage suicide, teenage pregnancy, and aids."
52944,NOT VERIFIABLE,NOT ENOUGH INFO,There is a character in Star Wars sequel trilogy.,"[[[69228, None, None, None]]]",There is a character in Star Wars sequel trilogy.,there is a character in star wars sequel trilogy.
184784,NOT VERIFIABLE,NOT ENOUGH INFO,The Champ stars John Boyega.,"[[[215273, None, None, None]]]",The Champ stars John Boyega.,the champ stars john boyega.
211322,VERIFIABLE,REFUTES,Halle Berry has a child.,"[[[250398, 250397, 'Halle_Berry', 17]]]",Halle Berry has a child.,halle berry has a child.
19314,NOT VERIFIABLE,NOT ENOUGH INFO,Becoming Jane is a book.,"[[[35074, None, None, None]]]",Becoming Jane is a book.,becoming jane is a book.
87749,NOT VERIFIABLE,NOT ENOUGH INFO,Adele is an actress.,"[[[104956, None, None, None]]]",Adele is an actress.,adele is an actress.
179184,NOT VERIFIABLE,NOT ENOUGH INFO,Dominick Dunne was illiterate.,"[[[207861, None, None, None]]]",Dominick Dunne was illiterate.,dominick dunne was illiterate.
223909,VERIFIABLE,REFUTES,All original members of Stone Temple Pilots were exclusively from Somalia.,"[[[266751, 263636, 'Stone_Temple_Pilots', 0]]]",All original members of Stone Temple Pilots were exclusively from Somalia.,all original members of stone temple pilots were exclusively from somalia.
153294,VERIFIABLE,SUPPORTS,A crown colony is also known as something else.,"[[[293108, 285740, 'Crown_colony', 0]], [[295722, 287789, 'Crown_colony', 0]], [[295723, 287790, 'Crown_colony', 0]], [[341584, 325974, 'Crown_colony', 0]]]",A crown colony is also known as something else.,a crown colony is also known as something else.
147086,VERIFIABLE,SUPPORTS,John McCain is a person.,"[[[170650, 184209, 'John_McCain', 0]], [[170650, 184210, 'John_McCain', 1]], [[170650, 184211, 'John_McCain', 4]], [[170650, 184212, 'John_McCain', 5]], [[170650, 184213, 'John_McCain', 8]], [[170650, 184214, 'John_McCain', 13]], [[170650, 184215, 'John_McCain', 14]], [[170650, 184216, 'John_McCain', 15]], [[170650, 184217, 'John_McCain', 16]], [[170650, 184218, 'John_McCain', 17]], [[170650, 184219, 'John_McCain', 18]], [[170650, 184220, 'John_McCain', 19]], [[170650, 184221, 'John_McCain', 22]], [[170650, 184222, 'John_McCain', 23]], [[170650, 184223, 'John_McCain', 24]], [[170650, 184224, 'John_McCain', 25]], [[170650, 184225, 'John_McCain', 26]]]",John McCain is a person.,john mccain is a person.
64529,VERIFIABLE,SUPPORTS,Helena Bonham Carter is unable to act in movies.,"[[[80971, 92825, 'Helena_Bonham_Carter', 8]]]",Helena Bonham Carter is unable to act in movies.,helena bonham carter is unable to act in movies.
71794,VERIFIABLE,REFUTES,Gillian Jacobs has only appeared in the film Brother Nature.,"[[[88469, 101095, 'Gillian_Jacobs', 3]]]",Gillian Jacobs has only appeared in the film Brother Nature.,gillian jacobs has only appeared in the film brother nature.
225686,NOT VERIFIABLE,NOT ENOUGH INFO,50 First Dates is a horror film.,"[[[268987, None, None, None], [268988, None, None, None]]]",50 First Dates is a horror film.,50 first dates is a horror film.
201638,VERIFIABLE,SUPPORTS,Matt Sorum's touring project Kings of Chaos features members of ZZ Top.,"[[[237349, 239569, 'Matt_Sorum', 17]]]",Matt Sorum's touring project Kings of Chaos features members of ZZ Top.,matt sorum's touring project kings of chaos features members of zz top.
196856,VERIFIABLE,REFUTES,Sean Connery is a businessman.,"[[[231308, 234814, 'Sean_Connery', 0]]]",Sean Connery is a businessman.,sean connery is a businessman.
144247,NOT VERIFIABLE,NOT ENOUGH INFO,Lee Majors is a dead body.,"[[[167438, None, None, None]]]",Lee Majors is a dead body.,lee majors is a dead body.
51017,VERIFIABLE,REFUTES,Matt Smith's first television role was in a box.,"[[[67349, 78162, 'Matt_Smith_-LRB-actor-RRB-', 9]]]",Matt Smith's first television role was in a box.,matt smith's first television role was in a box.
171913,VERIFIABLE,REFUTES,Warm Leatherette is by a government official.,"[[[198380, 208257, 'Warm_Leatherette_-LRB-album-RRB-', 0], [198380, 208257, 'Grace_Jones', 0]]]",Warm Leatherette is by a government official.,warm leatherette is by a government official.
37242,NOT VERIFIABLE,NOT ENOUGH INFO,Brigitte Macron is a high-school principal.,"[[[53437, None, None, None]]]",Brigitte Macron is a high-school principal.,brigitte macron is a high-school principal.
179661,NOT VERIFIABLE,NOT ENOUGH INFO,Michael Giacchino composed the score for Dunkirk.,"[[[208507, None, None, None]]]",Michael Giacchino composed the score for Dunkirk.,michael giacchino composed the score for dunkirk.
76043,VERIFIABLE,SUPPORTS,Sunburn is a title.,"[[[92865, 105720, 'Sunburn_-LRB-film-RRB-', 0]], [[92866, 105721, 'Sunburn_-LRB-film-RRB-', 0]]]",Sunburn is a title.,sunburn is a title.
215193,VERIFIABLE,REFUTES,James and the Giant Peach was a silent animated film.,"[[[255543, 254978, 'James_and_the_Giant_Peach_-LRB-film-RRB-', 0]]]",James and the Giant Peach was a silent animated film.,james and the giant peach was a silent animated film.
146753,VERIFIABLE,REFUTES,Chris Carter has a singing career.,"[[[171876, 185338, 'Chris_Carter_-LRB-screenwriter-RRB-', 0]]]",Chris Carter has a singing career.,chris carter has a singing career.
91020,VERIFIABLE,SUPPORTS,Alexander Hamilton attended King's College in Manhattan.,"[[[108359, 121911, 'Alexander_Hamilton', 14], [108359, 121911, 'Columbia_University', 0]]]",Alexander Hamilton attended King's College in Manhattan.,alexander hamilton attended king's college in manhattan.
163404,NOT VERIFIABLE,NOT ENOUGH INFO,Ilkhanate contained Poland.,"[[[190324, None, None, None]]]",Ilkhanate contained Poland.,ilkhanate contained poland.
110341,NOT VERIFIABLE,NOT ENOUGH INFO,Atomic Blonde is based on Watchmen.,"[[[129463, None, None, None]]]",Atomic Blonde is based on Watchmen.,atomic blonde is based on watchmen.
209545,VERIFIABLE,SUPPORTS,"Sleep can be disrupted by dyssomnia, insomnia, hypersomnia, narcolepsy, sleep apnea, parasomnia, sleepwalking, REM behavior disorder, bruxism, and circadian rhythm sleep disorders.","[[[248100, 248348, 'Sleep', 13]]]","Sleep can be disrupted by dyssomnia, insomnia, hypersomnia, narcolepsy, sleep apnea, parasomnia, sleepwalking, REM behavior disorder, bruxism, and circadian rhythm sleep disorders.","sleep can be disrupted by dyssomnia, insomnia, hypersomnia, narcolepsy, sleep apnea, parasomnia, sleepwalking, rem behavior disorder, bruxism, and circadian rhythm sleep disorders."
191933,NOT VERIFIABLE,NOT ENOUGH INFO,The Hangover Part III includes Dave Chapelle.,"[[[224480, None, None, None]]]",The Hangover Part III includes Dave Chapelle.,the hangover part iii includes dave chapelle.
112797,VERIFIABLE,REFUTES,Get Out stars a wild truffle.,"[[[132319, 147226, 'Get_Out_-LRB-film-RRB-', 1], [132319, 147226, 'Allison_Williams_-LRB-actress-RRB-', 0], [132319, 147226, 'Bradley_Whitford', 0]]]",Get Out stars a wild truffle.,get out stars a wild truffle.
179636,NOT VERIFIABLE,NOT ENOUGH INFO,Michael Giacchino composed the score for Dunkirk.,"[[[208478, None, None, None]]]",Michael Giacchino composed the score for Dunkirk.,michael giacchino composed the score for dunkirk.
146901,VERIFIABLE,SUPPORTS,Macbeth was drawn by Shakespeare.,"[[[170435, 184009, 'Macbeth', 0]]]",Macbeth was drawn by Shakespeare.,macbeth was drawn by shakespeare.
195734,VERIFIABLE,SUPPORTS,A Nightmare on Elm Street stars Rooney Mara.,"[[[229950, 233741, 'A_Nightmare_on_Elm_Street_-LRB-2010_film-RRB-', 3]]]",A Nightmare on Elm Street stars Rooney Mara.,a nightmare on elm street stars rooney mara.
169837,NOT VERIFIABLE,NOT ENOUGH INFO,Cary Grant appeared in a film.,"[[[195861, None, None, None]]]",Cary Grant appeared in a film.,cary grant appeared in a film.
110279,VERIFIABLE,SUPPORTS,"Richmond, Virginia is a neighbor to the Federal Reserve Bank of Richmond.","[[[129399, 144149, 'Richmond,_Virginia', 23]]]","Richmond, Virginia is a neighbor to the Federal Reserve Bank of Richmond.","richmond, virginia is a neighbor to the federal reserve bank of richmond."
45077,NOT VERIFIABLE,NOT ENOUGH INFO,Winona Ryder is an entertainer.,"[[[61430, None, None, None]]]",Winona Ryder is an entertainer.,winona ryder is an entertainer.
31386,VERIFIABLE,SUPPORTS,Jack Nicholson has many films.,"[[[47537, 56735, 'Jack_Nicholson', 2]], [[47537, 56736, 'Jack_Nicholson', 5]], [[47537, 56737, 'Jack_Nicholson', 6]], [[47537, 56738, 'Jack_Nicholson', 8]], [[47537, 56739, 'Jack_Nicholson', 11]], [[47537, 56740, 'Jack_Nicholson', 20]], [[47537, 56741, 'Jack_Nicholson', 19]], [[47537, 56742, 'Jack_Nicholson', 16]]]",Jack Nicholson has many films.,jack nicholson has many films.
87814,NOT VERIFIABLE,NOT ENOUGH INFO,Michelle Rodriguez worked in graveyards.,"[[[105015, None, None, None]]]",Michelle Rodriguez worked in graveyards.,michelle rodriguez worked in graveyards.
52695,NOT VERIFIABLE,NOT ENOUGH INFO,Liev Schreiber performed in a play by David Mamet.,"[[[68983, None, None, None]]]",Liev Schreiber performed in a play by David Mamet.,liev schreiber performed in a play by david mamet.
118602,VERIFIABLE,REFUTES,Missing is a horror film.,"[[[139140, 154203, 'Missing_-LRB-film-RRB-', 1]]]",Missing is a horror film.,missing is a horror film.
213239,VERIFIABLE,SUPPORTS,The Nile drains through a region.,"[[[252969, 252844, 'Nile', 2]]]",The Nile drains through a region.,the nile drains through a region.
182725,VERIFIABLE,SUPPORTS,"Pitch Perfect 3 stars Anna Kendrick, Anna Camp, Rebel Wilson, Brittany Snow, Hailee Steinfeld, Alexis Knapp, Ester Dean, Hana Mae Lee, Chrissie Fit, Kelley Jakle.","[[[212600, 220084, 'Pitch_Perfect_3', 1]]]","Pitch Perfect 3 stars Anna Kendrick, Anna Camp, Rebel Wilson, Brittany Snow, Hailee Steinfeld, Alexis Knapp, Ester Dean, Hana Mae Lee, Chrissie Fit, Kelley Jakle.","pitch perfect 3 stars anna kendrick, anna camp, rebel wilson, brittany snow, hailee steinfeld, alexis knapp, ester dean, hana mae lee, chrissie fit, kelley jakle."
196941,VERIFIABLE,SUPPORTS,"Worcester, Massachusetts is 50 mi west of Springfield.","[[[231417, 234925, 'Worcester,_Massachusetts', 2]]]","Worcester, Massachusetts is 50 mi west of Springfield.","worcester, massachusetts is 50 mi west of springfield."
7493,NOT VERIFIABLE,NOT ENOUGH INFO,The blue-ringed octopus is a terrestrial animal.,"[[[12129, None, None, None]]]",The blue-ringed octopus is a terrestrial animal.,the blue-ringed octopus is a terrestrial animal.
182539,NOT VERIFIABLE,NOT ENOUGH INFO,Popular culture is only about computers.,"[[[212314, None, None, None]]]",Popular culture is only about computers.,popular culture is only about computers.
154280,VERIFIABLE,REFUTES,24 is a historical fiction film.,"[[[178261, 190844, '24_-LRB-2016_film-RRB-', 0]]]",24 is a historical fiction film.,24 is a historical fiction film.
193122,VERIFIABLE,REFUTES,Woody Allen died shortly after childbirth.,"[[[226112, 230671, 'Woody_Allen', 0]], [[226112, 230672, 'Woody_Allen', 3]], [[226112, 230673, 'Woody_Allen', 4]], [[226112, 230674, 'Woody_Allen', 6]], [[226112, 230675, 'Woody_Allen', 9]], [[226112, 230676, 'Woody_Allen', 10]], [[226112, 230677, 'Woody_Allen', 12]], [[226112, 230678, 'Woody_Allen', 13]], [[226112, 230679, 'Woody_Allen', 20]], [[226112, 230680, 'Woody_Allen', 19]], [[226112, 230681, 'Woody_Allen', 18]], [[226112, 230682, 'Woody_Allen', 17]]]",Woody Allen died shortly after childbirth.,woody allen died shortly after childbirth.
