claim,reason,count_rows,labels_observed
mark bomback is a songwriter.,quarantined_conflicting_labels,0,
veronika decides to die is written by james cameron.,quarantined_conflicting_labels,0,
land rover lacks the ability to make cars.,quarantined_conflicting_labels,0,
the 1998 nfl draft was for the 79th irregular season of the nfl.,quarantined_conflicting_labels,0,
the wendigo is native to dead bodies.,quarantined_conflicting_labels,0,
matt sorum's touring project kings of chaos features members of at least one rock band.,quarantined_conflicting_labels,0,
floyd mayweather jr. is british.,quarantined_conflicting_labels,0,
edward norton is a gemini.,quarantined_conflicting_labels,0,
tubelight is produced by a man.,quarantined_conflicting_labels,0,
reuters only sends out news in english.,quarantined_conflicting_labels,0,
super street fighter ii turbo is a singing only game.,quarantined_conflicting_labels,0,
barack obama will have a presidential library built in his honor.,quarantined_conflicting_labels,0,
tubelight is produced by an american actor.,quarantined_conflicting_labels,0,
michael giacchino composed the score for dunkirk.,quarantined_conflicting_labels,0,
lindsay lohan has no clothing lines.,quarantined_conflicting_labels,0,
syria includes only one ethnic group which is italian.,quarantined_conflicting_labels,0,
johan heldenbergh starred in a movie.,quarantined_conflicting_labels,0,
sleep can be disrupted by sleep paralysis.,quarantined_conflicting_labels,0,
chet atkins only produced records for michael jackson.,quarantined_conflicting_labels,0,
futurama is a live action series.,quarantined_conflicting_labels,0,
the fosters is a film.,quarantined_conflicting_labels,0,
sunrise created anime.,quarantined_conflicting_labels,0,
in the heart of the sea was released in cinemas.,quarantined_conflicting_labels,0,
kafka stars an english actor.,quarantined_conflicting_labels,0,
empress matilda married the future pope.,quarantined_conflicting_labels,0,
transformers: the last knight stars tom cruise.,quarantined_conflicting_labels,0,
zindagi na milegi dobara stars akshay kumar.,quarantined_conflicting_labels,0,
paul pogba ended his career with manchester united.,quarantined_conflicting_labels,0,
melanie griffith has performed in new york.,quarantined_conflicting_labels,0,
jane eyre was originally published as jane eyre: a biography.,quarantined_conflicting_labels,0,
boromir is mentioned in the lord of the rings series.,quarantined_conflicting_labels,0,
grant gustin is a dancer.,quarantined_conflicting_labels,0,
yeh dillagi had a cast.,quarantined_conflicting_labels,0,
venus williams is one of the best female tennis players.,quarantined_conflicting_labels,0,
get out stars brad pitt.,quarantined_conflicting_labels,0,
lindsay lohan has no experience as a fashion model.,quarantined_conflicting_labels,0,
elsa pataky is a dancer.,quarantined_conflicting_labels,0,
"how to lose friends & alienate people stars simon pegg, kirsten dunst, danny huston, gillian anderson, megan fox and jeff bridges, alongside max minghella and margo stilley.",quarantined_conflicting_labels,0,
zach galifianakis starred in the matrix.,quarantined_conflicting_labels,0,
gucci is part of the chanel group.,quarantined_conflicting_labels,0,
what a girl wants earned a gold certification in the u.s.,quarantined_conflicting_labels,0,
toyota is incapable of creating anything.,quarantined_conflicting_labels,0,
funny or die produces the late show.,quarantined_conflicting_labels,0,
billy bob thornton appeared in a film.,quarantined_conflicting_labels,0,
miss selfridge began in a corpse.,quarantined_conflicting_labels,0,
penny dreadful has a character.,quarantined_conflicting_labels,0,
every episode of the singing detective is called pilot.,quarantined_conflicting_labels,0,
antonio vivaldi died at the age of 23.,quarantined_conflicting_labels,0,
henry v is an american film.,quarantined_conflicting_labels,0,
loving starred marton csokas.,quarantined_conflicting_labels,0,
pitch perfect 3 stars keanu reeves.,quarantined_conflicting_labels,0,
emily browning starred in a show.,quarantined_conflicting_labels,0,
the twilight series's first book was called midnight sun.,quarantined_conflicting_labels,0,
becoming jane had john hunter spence as a future consultant.,quarantined_conflicting_labels,0,
cher has only won awards for film.,quarantined_conflicting_labels,0,
sue vertue produced a sitcom.,quarantined_conflicting_labels,0,
gift of the night fury stars the voice of an canadian filmmaker.,quarantined_conflicting_labels,0,
bangladesh is in africa.,quarantined_conflicting_labels,0,
vincent cassel starred in ocean's thirteen.,quarantined_conflicting_labels,0,
josh homme has been involved with things.,quarantined_conflicting_labels,0,
snooki is a pisces.,quarantined_conflicting_labels,0,
deadpool won an award.,quarantined_conflicting_labels,0,
lamniformes include at least one rare species of shark.,quarantined_conflicting_labels,0,
the great gatsby explores themes of dogs.,quarantined_conflicting_labels,0,
feels so good was written by a man.,quarantined_conflicting_labels,0,
minos fathered persephone.,quarantined_conflicting_labels,0,
paris hilton is canadian.,quarantined_conflicting_labels,0,
the shadow line was produced by hugo blick.,quarantined_conflicting_labels,0,
fc barcelona has a lot of fans.,quarantined_conflicting_labels,0,
how to lose friends & alienate people stars an english actor.,quarantined_conflicting_labels,0,
"renaissance art involved masaccio, brunelleschi, ghiberti, piero della francesca, donatello and michelozzo, and florence.",quarantined_conflicting_labels,0,
famous in love failed to star any actors.,quarantined_conflicting_labels,0,
rogue appears in canadian comic books.,quarantined_conflicting_labels,0,
venus has a similar proximity to mars as earth.,quarantined_conflicting_labels,0,
the council on foreign relations specializes in domestic affairs.,quarantined_conflicting_labels,0,
the nile drains through a region.,quarantined_conflicting_labels,0,
drama school offers zero degrees.,quarantined_conflicting_labels,0,
frank is a dead body.,quarantined_conflicting_labels,0,
jim parsons stars in a show.,quarantined_conflicting_labels,0,
renaissance art involved an artist.,quarantined_conflicting_labels,0,
robert redford was nominated for the best supporting actor emmy for his role in the voice of charlie pont.,quarantined_conflicting_labels,0,
friday the 13th is a single film.,quarantined_conflicting_labels,0,
from the earth to the moon is a miniseries.,quarantined_conflicting_labels,0,
the president of russia can grant reprieves.,quarantined_conflicting_labels,0,
wyatt earp was british.,quarantined_conflicting_labels,0,
crash starred a canadian actor.,quarantined_conflicting_labels,0,
ubisoft is a tech company.,quarantined_conflicting_labels,0,
mr. nobody is a comedic film.,quarantined_conflicting_labels,0,
champion was based off of a short story.,quarantined_conflicting_labels,0,
silicon valley is not a region.,quarantined_conflicting_labels,0,
marlon brando was in a film.,quarantined_conflicting_labels,0,
there are zero bodies of water in ontario.,quarantined_conflicting_labels,0,
crash starred an actor.,quarantined_conflicting_labels,0,
justified lost an award.,quarantined_conflicting_labels,0,
superman works for clark kent.,quarantined_conflicting_labels,0,
athletics at the summer olympics includes field events.,quarantined_conflicting_labels,0,
to the bone includes emma stone.,quarantined_conflicting_labels,0,
demi lovato does jazz music.,quarantined_conflicting_labels,0,
jim parsons stars in an nbc show.,quarantined_conflicting_labels,0,
united kingdom is a car.,quarantined_conflicting_labels,0,
portal 2 was only released for playstation 4.,quarantined_conflicting_labels,0,
taipei is the center of taiwan.,quarantined_conflicting_labels,0,
doctor zhivago is a script.,quarantined_conflicting_labels,0,
in & out is a canadian film.,quarantined_conflicting_labels,0,
emily browning starred in something in the air.,quarantined_conflicting_labels,0,
the world according to paris starred hilton's then-girlfriend.,quarantined_conflicting_labels,0,
doctor zhivago's antagonist's name is yuri zhivago.,quarantined_conflicting_labels,0,
aix-marseille-provence metropolis is a province.,quarantined_conflicting_labels,0,
the prestige was directed by james cameron.,quarantined_conflicting_labels,0,
deadpool 2 only featured tom cruise.,quarantined_conflicting_labels,0,
dirty diana is by michael jackson's brother.,quarantined_conflicting_labels,0,
leyton orient f.c. is in a place.,quarantined_conflicting_labels,0,
cape fear involved a writer.,quarantined_conflicting_labels,0,
tony blair is a leader of the labour party.,quarantined_conflicting_labels,0,
a song of ice and fire is a work.,quarantined_conflicting_labels,0,
alessia cara has yet to release any eps.,quarantined_conflicting_labels,0,
evolution was exclusively by an armenian.,quarantined_conflicting_labels,0,
blue velvet stars a cat.,quarantined_conflicting_labels,0,
destiny was released for the wii.,quarantined_conflicting_labels,0,
missing is a horror film.,quarantined_conflicting_labels,0,
broadchurch is a movie.,quarantined_conflicting_labels,0,
jim rash is a brand name.,quarantined_conflicting_labels,0,
the supernatural pilot was written by david nutter.,quarantined_conflicting_labels,0,
alice is a reworking of a 2017 film.,quarantined_conflicting_labels,0,
snooki is a gemini.,quarantined_conflicting_labels,0,
the prince of egypt is a creative work.,quarantined_conflicting_labels,0,
christina aguilera is afraid to be on television.,quarantined_conflicting_labels,0,
patrick cutrone is a basketball player.,quarantined_conflicting_labels,0,
the republican party is socially liberal.,quarantined_conflicting_labels,0,
all the pretty horses is an action film.,quarantined_conflicting_labels,0,
austria is officially neutral.,quarantined_conflicting_labels,0,
based on a t.r.u. story lost best album to lemonade by beyonce.,quarantined_conflicting_labels,0,
"west hollywood, california is referred to as soho.",quarantined_conflicting_labels,0,
david dhawan works on french films.,quarantined_conflicting_labels,0,
saratoga failed to be produced and so no actors were included.,quarantined_conflicting_labels,0,
halle berry has a child.,quarantined_conflicting_labels,0,
logan is a magazine.,quarantined_conflicting_labels,0,
tupac is ranked as one of the greatest businessmen of all time.,quarantined_conflicting_labels,0,
unforgettable is an erotic thriller book.,quarantined_conflicting_labels,0,
ben whishaw was in a stage production.,quarantined_conflicting_labels,0,
before night falls is an autobiographical film.,quarantined_conflicting_labels,0,
juris doctor is earned by completing law school.,quarantined_conflicting_labels,0,
merlin was created by a person.,quarantined_conflicting_labels,0,
rainn wilson attended the university of pennsylvania.,quarantined_conflicting_labels,0,
german is a western romance language.,quarantined_conflicting_labels,0,
24 is a thriller television show.,quarantined_conflicting_labels,2,SUPPORTS|REFUTES
jack black starred in gulliver's travels.,quarantined_conflicting_labels,0,
star trek is a movie.,quarantined_conflicting_labels,0,
the second season of outlander (tv series) was premiered in 2016.,quarantined_conflicting_labels,0,
carbon has the symbol co.,quarantined_conflicting_labels,0,
grace jones's style drew on sources.,quarantined_conflicting_labels,0,
james and the giant peach was a silent animated film.,quarantined_conflicting_labels,0,
rio de janeiro is in hell.,quarantined_conflicting_labels,0,
david carradine was a dancer.,quarantined_conflicting_labels,0,
gift of the night fury stars actors and actresses with no middle name.,quarantined_conflicting_labels,0,
gareth neame is an award winner.,quarantined_conflicting_labels,0,
one world trade center is a skyscraper.,quarantined_conflicting_labels,0,
a nightmare on elm street stars rooney mara.,quarantined_conflicting_labels,0,
ringo starr released the album back off boogaloo.,quarantined_conflicting_labels,0,
appian way productions is in a box.,quarantined_conflicting_labels,0,
jacqueline kennedy onassis was american.,quarantined_conflicting_labels,0,
bermuda is part of one of the largest empires in history.,quarantined_conflicting_labels,0,
"beverly hills, 90210 addressed numerous topical issues such as date rape, gay rights, animal rights, alcoholism, drug abuse, domestic violence, sex, antisemitism, racism, teenage suicide, teenage pregnancy, and aids.",quarantined_conflicting_labels,0,
alexander hamilton attended king's college in manhattan.,quarantined_conflicting_labels,0,
"in despicable me 3, steve carell plays a single role.",quarantined_conflicting_labels,0,
the ten commandments is an epic poem.,quarantined_conflicting_labels,0,
"tyler, the creator died as tyler gregory okonma.",quarantined_conflicting_labels,0,
the germanic peoples are an american group.,quarantined_conflicting_labels,0,
jon pertwee was in a series based on books.,quarantined_conflicting_labels,0,
"worcester, massachusetts is 50 mi west of springfield.",quarantined_conflicting_labels,0,
a crown colony is a type of colonial anarchy.,quarantined_conflicting_labels,0,
jim carrey is a singer.,quarantined_conflicting_labels,0,
dawn of the planet of the apes is a reboot of war of the worlds.,quarantined_conflicting_labels,0,
odin is often accompanied by a wolf.,quarantined_conflicting_labels,0,
francois de belleforest translated scientific articles.,quarantined_conflicting_labels,0,
matt smith's first television role was in the bbc adaptation of philip pullman's the shadow in the north.,quarantined_conflicting_labels,0,
legion was written by a man.,quarantined_conflicting_labels,0,
sally field was in a movie.,quarantined_conflicting_labels,0,
slovenia is a monarchy.,quarantined_conflicting_labels,0,
phantoms is an armenian film.,quarantined_conflicting_labels,0,
modern liberalism in the united states strongly endorses stuff.,quarantined_conflicting_labels,0,
kurt russell signed a contract with time warner.,quarantined_conflicting_labels,0,
maisie williams stars in game of thrones.,quarantined_conflicting_labels,0,
wyatt earp worked to extract minerals.,quarantined_conflicting_labels,0,
the academy honorary award was instituted.,quarantined_conflicting_labels,0,
ron perlman is a singer.,quarantined_conflicting_labels,0,
underworld's supporting character hunts lycans.,quarantined_conflicting_labels,0,
cochrane is a political organization.,quarantined_conflicting_labels,0,
natasha richardson starred in the handmaid's tale.,quarantined_conflicting_labels,0,
pablo escobar was a drug smuggler.,quarantined_conflicting_labels,0,
tokyo ghoul has the actor ken kaneki.,quarantined_conflicting_labels,0,
there is a character in star wars sequel trilogy.,quarantined_conflicting_labels,0,
cosmopolitan as of 2011 contains content which includes articles on home decor.,quarantined_conflicting_labels,0,
robert j. o'neill is a former member of the canadian navy.,quarantined_conflicting_labels,0,
the illusionist is a film.,quarantined_conflicting_labels,0,
"the united kingdom includes england, scotland, wales and northern ireland.",quarantined_conflicting_labels,0,
jennifer hudson was on the first season of american idol.,quarantined_conflicting_labels,0,
winnipeg is home to the parliament of canada.,quarantined_conflicting_labels,0,
richard ramirez terrorized the residents of the graveyard.,quarantined_conflicting_labels,0,
whiplash features a person.,quarantined_conflicting_labels,0,
brigitte macron is a high-school principal.,quarantined_conflicting_labels,0,
social justice is invoked today.,quarantined_conflicting_labels,0,
donald sutherland is a person.,quarantined_conflicting_labels,0,
hypothyroidism is harmless.,quarantined_conflicting_labels,0,
billy bob thornton appeared in primary colors (1998).,quarantined_conflicting_labels,0,
pi is an irrational number.,quarantined_conflicting_labels,0,
jim rash is a philosopher.,quarantined_conflicting_labels,0,
edward i of england suppressed a rebellion in 1212.,quarantined_conflicting_labels,0,
imagine dragons is a group.,quarantined_conflicting_labels,0,
michelle pfeiffer was nominated for worst supporting actress.,quarantined_conflicting_labels,0,
nosedive is an episode of a romance series.,quarantined_conflicting_labels,0,
thor: the dark world is a movie about a dc comics character.,quarantined_conflicting_labels,0,
clark gable was in the matrix.,quarantined_conflicting_labels,0,
one america news network is a canadian television channel.,quarantined_conflicting_labels,0,
jing tian's birthday is may 21.,quarantined_conflicting_labels,0,
claudia leitte is on tv.,quarantined_conflicting_labels,0,
clint eastwood is a person.,quarantined_conflicting_labels,0,
gift of the night fury stars the voice of a screenwriter.,quarantined_conflicting_labels,0,
the 2013 nba draft was not held in new york.,quarantined_conflicting_labels,0,
shifty is a romance film.,quarantined_conflicting_labels,0,
rihanna has never sold a record.,quarantined_conflicting_labels,0,
tamera mowry has a fraternal twin.,quarantined_conflicting_labels,0,
oliver reed was in a movie in 1936.,quarantined_conflicting_labels,0,
sally field was in mordor.,quarantined_conflicting_labels,0,
girls' generation includes psy.,quarantined_conflicting_labels,0,
the outcasts was released by lucasfilms.,quarantined_conflicting_labels,0,
"today, elephants are rewarded for entertainment in circuses.",quarantined_conflicting_labels,0,
snoop dogg is a pisces.,quarantined_conflicting_labels,0,
murder on the orient express starred an armenian actor.,quarantined_conflicting_labels,0,
willow smith is not a singer.,quarantined_conflicting_labels,0,
maria i of portugal was queen of the dead.,quarantined_conflicting_labels,0,
emilio estevez is a producer.,quarantined_conflicting_labels,0,
taylor kitsch only worked on the 2012 film savages.,quarantined_conflicting_labels,0,
dirty diana is a book.,quarantined_conflicting_labels,0,
keith urban is a writer.,quarantined_conflicting_labels,0,
"entertainment, sports, news, politics, fashion/clothes, technology, and slang are popular culture categories.",quarantined_conflicting_labels,0,
minos fathered a dog.,quarantined_conflicting_labels,0,
the proposal stars jim gaffigan.,quarantined_conflicting_labels,0,
ibm invented the personal computer.,quarantined_conflicting_labels,0,
snoop dogg is from maine.,quarantined_conflicting_labels,0,
star vs. the forces of evil is produced by an american company.,quarantined_conflicting_labels,0,
justin bieber recorded love yourself.,quarantined_conflicting_labels,0,
there are people in ontario.,quarantined_conflicting_labels,0,
the human condition is analyzed in science.,quarantined_conflicting_labels,0,
john denver is a farmer.,quarantined_conflicting_labels,0,
tardigrades are also known as earth bears.,quarantined_conflicting_labels,0,
pablo picasso was a novelist.,quarantined_conflicting_labels,0,
the hunger games is a television show.,quarantined_conflicting_labels,0,
michelle williams starred in a film.,quarantined_conflicting_labels,0,
egypt is a member of the boys and girls club.,quarantined_conflicting_labels,0,
the royal tenenbaum stars dolly parton.,quarantined_conflicting_labels,0,
aix-marseille-provence metropolis is in america.,quarantined_conflicting_labels,0,
mirka federer was born in europe.,quarantined_conflicting_labels,0,
stagira is the birthplace of plato.,quarantined_conflicting_labels,0,
reg watson is american.,quarantined_conflicting_labels,0,
liev schreiber performed in a play by david mamet.,quarantined_conflicting_labels,0,
willie nelson joined his first band at sixteen.,quarantined_conflicting_labels,0,
pregnancy symptoms include various ailments.,quarantined_conflicting_labels,0,
evan goldberg is exclusively german.,quarantined_conflicting_labels,0,
"worcester, massachusetts is 40 mi south of providence.",quarantined_conflicting_labels,0,
elementary was created by james cameron.,quarantined_conflicting_labels,0,
the champ stars robert pattinson.,quarantined_conflicting_labels,0,
duane hopwood includes a screenwriter.,quarantined_conflicting_labels,0,
tyra banks executive produced america's got talent.,quarantined_conflicting_labels,0,
celeste and jesse forever was co-written by rashida jones.,quarantined_conflicting_labels,0,
ethiopia is in the ivory coast.,quarantined_conflicting_labels,0,
lily james appeared in films in 2012.,quarantined_conflicting_labels,0,
international relations only includes the entertainment industry.,quarantined_conflicting_labels,0,
the mummy is an armenian film.,quarantined_conflicting_labels,0,
the prestige is an american film.,quarantined_conflicting_labels,0,
there are bodies of water in ontario.,quarantined_conflicting_labels,0,
dopamine is released by ions.,quarantined_conflicting_labels,0,
the 19th g7 summit included mexico.,quarantined_conflicting_labels,0,
doctor who was written by the ancient greeks.,quarantined_conflicting_labels,0,
mel brooks is a producer.,quarantined_conflicting_labels,0,
audrey hepburn is a singer.,quarantined_conflicting_labels,0,
the who is a record producer.,quarantined_conflicting_labels,0,
linux distributes tombs.,quarantined_conflicting_labels,0,
21 jump street was released in the united states.,quarantined_conflicting_labels,0,
unforgettable is written by stephenie meyer.,quarantined_conflicting_labels,0,
"worcester, massachusetts is 40 mi from the capital of texas.",quarantined_conflicting_labels,0,
a person was a music video director.,quarantined_conflicting_labels,0,
the boston celtics share their arena with the boston red sox.,quarantined_conflicting_labels,0,
larry junstrom is canadian.,quarantined_conflicting_labels,0,
winona ryder is an entertainer.,quarantined_conflicting_labels,0,
extreme environments can be caused by factors.,quarantined_conflicting_labels,0,
semitic languages are spoken in south africa.,quarantined_conflicting_labels,0,
"ilkhanate contained iran, iraq, armenia, azerbaijan, georgia, turkmenistan, turkey, western afghanistan, and southwestern pakistan.",quarantined_conflicting_labels,0,
steve coogan portrayed an american publisher.,quarantined_conflicting_labels,0,
united kingdom is a member of the united nations.,quarantined_conflicting_labels,0,
sophie turner starred in a feature film.,quarantined_conflicting_labels,0,
missing is a french film.,quarantined_conflicting_labels,0,
one america news network is a science fiction television channel.,quarantined_conflicting_labels,0,
hugo weaving is in a boat.,quarantined_conflicting_labels,0,
new orleans is a harbor.,quarantined_conflicting_labels,0,
luxo jr. was filmed in front of a live audience.,quarantined_conflicting_labels,0,
justified won ten primetime emmy awards.,quarantined_conflicting_labels,0,
warm leatherette is by a woman.,quarantined_conflicting_labels,0,
all original members of stone temple pilots were exclusively from somalia.,quarantined_conflicting_labels,0,
"history of art includes architecture, dance, sculpture, music, painting, poetry literature, theatre, narrative, film, photography and graphic arts.",quarantined_conflicting_labels,0,
everton f.c. is not a football club.,quarantined_conflicting_labels,0,
maisie williams portrays sansa stark.,quarantined_conflicting_labels,0,
the champ stars john boyega.,quarantined_conflicting_labels,0,
gayathri raguram is a daughter.,quarantined_conflicting_labels,0,
"graciosa, canary islands is located 2 km north of el río.",quarantined_conflicting_labels,0,
the voice is broadcast by a subsidiary of verizon.,quarantined_conflicting_labels,0,
dominick dunne was illiterate.,quarantined_conflicting_labels,0,
50 first dates is a horror film.,quarantined_conflicting_labels,0,
leslie howard was american.,quarantined_conflicting_labels,0,
tardigrades are also known as land mice.,quarantined_conflicting_labels,0,
in & out is a film.,quarantined_conflicting_labels,0,
peter cetera was an artist.,quarantined_conflicting_labels,0,
david thewlis is a director.,quarantined_conflicting_labels,0,
empress matilda was the daughter of henry viii.,quarantined_conflicting_labels,0,
the shadow line was written by james cameron.,quarantined_conflicting_labels,0,
the walt disney company owns the rocky mountains.,quarantined_conflicting_labels,0,
get out stars a wild truffle.,quarantined_conflicting_labels,0,
the portuguese empire is also known as the portuguese on land.,quarantined_conflicting_labels,0,
bal gangadhar tilak was a horse.,quarantined_conflicting_labels,0,
[DUPLICATE_ROWS_MERGED],duplicate_claims_identical_labels_consolidated,8126,various
