claim_id,claim,evidence,label,document_id,dataset
scifact_425,"For every 1,000 children with cerebral palsy, more than 300 of them are premature or underweight at birth.","SETTING AND PARTICIPANTS In Northern Alberta, 2318 infants 20 to 27 weeks' gestational age with birth weights of 500 to 1249 g were liveborn from 1974 through 2003.",0,33257464,scifact
scifact_425,"For every 1,000 children with cerebral palsy, more than 300 of them are premature or underweight at birth.","By 2 years of age, 1437 (62%) had died, 23 (1%) were lost to follow-up, and 858 (37%) had received multidisciplinary neurodevelopmental assessment.",0,33257464,scifact
scifact_425,"For every 1,000 children with cerebral palsy, more than 300 of them are premature or underweight at birth.",MAIN OUTCOME MEASURE Population-based prevalence rates of CP were determined.,0,33257464,scifact
scifact_425,"For every 1,000 children with cerebral palsy, more than 300 of them are premature or underweight at birth.",Logistic regression with linear spline was used to assess changes in CP prevalence over time.,0,33257464,scifact
scifact_425,"For every 1,000 children with cerebral palsy, more than 300 of them are premature or underweight at birth.","RESULTS At age 2 years, 122 (14.2%) of 858 survivors had CP.",0,33257464,scifact
scifact_425,"For every 1,000 children with cerebral palsy, more than 300 of them are premature or underweight at birth.",This diagnosis was confirmed for each child by age 3 years or older.,0,33257464,scifact
scifact_425,"For every 1,000 children with cerebral palsy, more than 300 of them are premature or underweight at birth.","Among those whose gestational age was 20 to 25 weeks, population-based survival increased from 4% to 31% (P<.001), while CP prevalence per 1000 live births increased monotonically from 0 to 110 until the years 1992-1994 (P<.001) and decreased thereafter to 22 in the years 2001-2003 (P<.001).",0,33257464,scifact
scifact_425,"For every 1,000 children with cerebral palsy, more than 300 of them are premature or underweight at birth.","Among those whose gestational age was 26 to 27 weeks, population-based survival increased from 23% to between 75% and 80% (P<.001), while CP prevalence per 1000 live births increased monotonically from 15 to 155 until the years 1992-1994 (P<.001) and then decreased to 16 in the years 2001-2003 (P<.001).",0,33257464,scifact
scifact_425,"For every 1,000 children with cerebral palsy, more than 300 of them are premature or underweight at birth.","For all survivors born in the years 2001-2003, CP prevalence was 19 per 1000 live births.",0,33257464,scifact
scifact_425,"For every 1,000 children with cerebral palsy, more than 300 of them are premature or underweight at birth.","CONCLUSION Population-based CP prevalence rates for children whose gestational age was 20 to 27 weeks and whose birth weight ranged from 500 to 1249 g show steady reductions in the last decade with stable or reducing mortality, reversing trends prior to 1992-1994.",0,33257464,scifact
scifact_426,Forkhead 0 (fox0) transcription factors are involved in apoptosis.,"The forkhead O (FoxO) family of transcription factors participates in diverse physiologic processes, including induction of cell-cycle arrest, stress resistance, differentiation, apoptosis, and metabolism.",1,16728949,scifact
scifact_426,Forkhead 0 (fox0) transcription factors are involved in apoptosis.,"Several recent studies indicate that FoxO-dependent signaling is required for long-term regenerative potential of the hematopoietic stem cell (HSC) compartment through regulation of HSC response to physiologic oxidative stress, quiescence, and survival.",0,16728949,scifact
scifact_426,Forkhead 0 (fox0) transcription factors are involved in apoptosis.,These observations link FoxO function in mammalian systems with the evolutionarily conserved role of FoxO in promotion of stress resistance and longevity in lower phylogenetic systems.,0,16728949,scifact
scifact_426,Forkhead 0 (fox0) transcription factors are involved in apoptosis.,"Furthermore, these findings have implications for aging in higher organisms and in malignant stem cell biology, and suggest that FoxOs may play an important role in the maintenance and integrity of stem cell compartments in a broad spectrum of tissues.",0,16728949,scifact
scifact_428,Forkhead 0 (fox0) transcription factors are involved in cellular differentiation.,"The forkhead O (FoxO) family of transcription factors participates in diverse physiologic processes, including induction of cell-cycle arrest, stress resistance, differentiation, apoptosis, and metabolism.",1,16728949,scifact
scifact_428,Forkhead 0 (fox0) transcription factors are involved in cellular differentiation.,"Several recent studies indicate that FoxO-dependent signaling is required for long-term regenerative potential of the hematopoietic stem cell (HSC) compartment through regulation of HSC response to physiologic oxidative stress, quiescence, and survival.",0,16728949,scifact
scifact_428,Forkhead 0 (fox0) transcription factors are involved in cellular differentiation.,These observations link FoxO function in mammalian systems with the evolutionarily conserved role of FoxO in promotion of stress resistance and longevity in lower phylogenetic systems.,0,16728949,scifact
scifact_428,Forkhead 0 (fox0) transcription factors are involved in cellular differentiation.,"Furthermore, these findings have implications for aging in higher organisms and in malignant stem cell biology, and suggest that FoxOs may play an important role in the maintenance and integrity of stem cell compartments in a broad spectrum of tissues.",0,16728949,scifact
scifact_429,Formation of N-terminal pyroglutamate by glutamine cyclase (GC) competes with NTAQ1 for Nt-Gln substrates.,"Deamidation of N-terminal Gln by Nt(Q)-amidase, an N-terminal amidohydrolase, is a part of the N-end rule pathway of protein degradation.",0,36540079,scifact
scifact_429,Formation of N-terminal pyroglutamate by glutamine cyclase (GC) competes with NTAQ1 for Nt-Gln substrates.,"We detected the activity of Nt(Q)-amidase, termed Ntaq1, in mouse tissues, purified Ntaq1 from bovine brains, identified its gene, and began analyzing this enzyme.",0,36540079,scifact
scifact_429,Formation of N-terminal pyroglutamate by glutamine cyclase (GC) competes with NTAQ1 for Nt-Gln substrates.,"Ntaq1 is highly conserved among animals, plants, and some fungi, but its sequence is dissimilar to sequences of other amidases.",0,36540079,scifact
scifact_429,Formation of N-terminal pyroglutamate by glutamine cyclase (GC) competes with NTAQ1 for Nt-Gln substrates.,An earlier mutant in the Drosophila Cg8253 gene that we show here to encode Nt(Q)-amidase has defective long-term memory.,0,36540079,scifact
scifact_429,Formation of N-terminal pyroglutamate by glutamine cyclase (GC) competes with NTAQ1 for Nt-Gln substrates.,Other studies identified protein ligands of the uncharacterized human C8orf32 protein that we show here to be the Ntaq1 Nt(Q)-amidase.,0,36540079,scifact
scifact_429,Formation of N-terminal pyroglutamate by glutamine cyclase (GC) competes with NTAQ1 for Nt-Gln substrates.,"Remarkably, ""high-throughput"" studies have recently solved the crystal structure of C8orf32 (Ntaq1).",0,36540079,scifact
scifact_429,Formation of N-terminal pyroglutamate by glutamine cyclase (GC) competes with NTAQ1 for Nt-Gln substrates.,Our site-directed mutagenesis of Ntaq1 and its crystal structure indicate that the active site and catalytic mechanism of Nt(Q)-amidase are similar to those of transglutaminases.,0,36540079,scifact
scifact_430,FoxO3a activation in neuronal death is inhibited by reactive oxygen species (ROS).,"Thus, one way in which members of the Sir2 family of proteins may increase organismal longevity is by tipping FOXO-dependent responses away from apoptosis and toward stress resistance.",1,28937856,scifact
scifact_430,FoxO3a activation in neuronal death is inhibited by reactive oxygen species (ROS).,The Sir2 deacetylase modulates organismal life-span in various species.,0,28937856,scifact
scifact_430,FoxO3a activation in neuronal death is inhibited by reactive oxygen species (ROS).,"However, the molecular mechanisms by which Sir2 increases longevity are largely unknown.",0,28937856,scifact
scifact_430,FoxO3a activation in neuronal death is inhibited by reactive oxygen species (ROS).,"We show that in mammalian cells, the Sir2 homolog SIRT1 appears to control the cellular response to stress by regulating the FOXO family of Forkhead transcription factors, a family of proteins that function as sensors of the insulin signaling pathway and as regulators of organismal longevity.",0,28937856,scifact
scifact_430,FoxO3a activation in neuronal death is inhibited by reactive oxygen species (ROS).,"SIRT1 and the FOXO transcription factor FOXO3 formed a complex in cells in response to oxidative stress, and SIRT1 deacetylated FOXO3 in vitro and within cells.",0,28937856,scifact
scifact_430,FoxO3a activation in neuronal death is inhibited by reactive oxygen species (ROS).,SIRT1 had a dual effect on FOXO3 function: SIRT1 increased FOXO3's ability to induce cell cycle arrest and resistance to oxidative stress but inhibited FOXO3's ability to induce cell death.,0,28937856,scifact
scifact_432,Foxk2 regulates autophagy genes in muscle cells and fibroblast cells.,"Here, we identify Foxk proteins (Foxk1 and Foxk2) as transcriptional repressors of autophagy in muscle cells and fibroblasts.",1,8002887,scifact
scifact_432,Foxk2 regulates autophagy genes in muscle cells and fibroblast cells.,Foxk1/2 specifically recruits Sin3A-HDAC complexes to restrict acetylation of histone H4 and expression of critical autophagy genes.,1,8002887,scifact
scifact_432,Foxk2 regulates autophagy genes in muscle cells and fibroblast cells.,Autophagy is the primary catabolic process triggered in response to starvation.,0,8002887,scifact
scifact_432,Foxk2 regulates autophagy genes in muscle cells and fibroblast cells.,"Although autophagic regulation within the cytosolic compartment is well established, it is becoming clear that nuclear events also regulate the induction or repression of autophagy.",0,8002887,scifact
scifact_432,Foxk2 regulates autophagy genes in muscle cells and fibroblast cells.,"Nevertheless, a thorough understanding of the mechanisms by which sequence-specific transcription factors modulate expression of genes required for autophagy is lacking.",0,8002887,scifact
scifact_432,Foxk2 regulates autophagy genes in muscle cells and fibroblast cells.,"Interestingly, Foxk1/2 serve to counter-balance another forkhead transcription factor, Foxo3, which induces an overlapping set of autophagic and atrophic targets in muscle.",0,8002887,scifact
scifact_432,Foxk2 regulates autophagy genes in muscle cells and fibroblast cells.,"Remarkably, mTOR promotes the transcriptional activity of Foxk1 by facilitating nuclear entry to specifically limit basal levels of autophagy in nutrient-rich conditions.",0,8002887,scifact
scifact_432,Foxk2 regulates autophagy genes in muscle cells and fibroblast cells.,"Our study highlights an ancient, conserved mechanism whereby nutritional status is interpreted by mTOR to restrict autophagy by repressing essential autophagy genes through Foxk-Sin3-mediated transcriptional control.",0,8002887,scifact
scifact_434,Foxp3 enables the expression of transcriptional regulators implicated in memory T cell development.,"Regulatory T (Treg) cells, whose differentiation and function are controlled by X chromosome-encoded transcription factor Foxp3, are generated in the thymus (tTreg) and extrathymically (peripheral, pTreg), and their deficiency results in fatal autoimmunity.",0,9500590,scifact
scifact_434,Foxp3 enables the expression of transcriptional regulators implicated in memory T cell development.,"Here, we demonstrate that a Foxp3 enhancer, conserved noncoding sequence 1 (CNS1), essential for pTreg but dispensable for tTreg cell generation, is present only in placental mammals.",0,9500590,scifact
scifact_434,Foxp3 enables the expression of transcriptional regulators implicated in memory T cell development.,CNS1 is largely composed of mammalian-wide interspersed repeats (MIR) that have undergone retrotransposition during early mammalian radiation.,0,9500590,scifact
scifact_434,Foxp3 enables the expression of transcriptional regulators implicated in memory T cell development.,"During pregnancy, pTreg cells specific to a model paternal alloantigen were generated in a CNS1-dependent manner and accumulated in the placenta.",0,9500590,scifact
scifact_434,Foxp3 enables the expression of transcriptional regulators implicated in memory T cell development.,"Furthermore, when mated with allogeneic, but not syngeneic, males, CNS1-deficient females showed increased fetal resorption accompanied by increased immune cell infiltration and defective remodeling of spiral arteries.",0,9500590,scifact
scifact_434,Foxp3 enables the expression of transcriptional regulators implicated in memory T cell development.,"Our results suggest that, during evolution, a CNS1-dependent mechanism of extrathymic differentiation of Treg cells emerged in placental animals to enforce maternal-fetal tolerance.",0,9500590,scifact
scifact_435,Foxp3 represses the expression of transcriptional regulators implicated in memory T cell development.,"Regulatory T (Treg) cells, whose differentiation and function are controlled by X chromosome-encoded transcription factor Foxp3, are generated in the thymus (tTreg) and extrathymically (peripheral, pTreg), and their deficiency results in fatal autoimmunity.",0,9500590,scifact
scifact_435,Foxp3 represses the expression of transcriptional regulators implicated in memory T cell development.,"Here, we demonstrate that a Foxp3 enhancer, conserved noncoding sequence 1 (CNS1), essential for pTreg but dispensable for tTreg cell generation, is present only in placental mammals.",0,9500590,scifact
scifact_435,Foxp3 represses the expression of transcriptional regulators implicated in memory T cell development.,CNS1 is largely composed of mammalian-wide interspersed repeats (MIR) that have undergone retrotransposition during early mammalian radiation.,0,9500590,scifact
scifact_435,Foxp3 represses the expression of transcriptional regulators implicated in memory T cell development.,"During pregnancy, pTreg cells specific to a model paternal alloantigen were generated in a CNS1-dependent manner and accumulated in the placenta.",0,9500590,scifact
scifact_435,Foxp3 represses the expression of transcriptional regulators implicated in memory T cell development.,"Furthermore, when mated with allogeneic, but not syngeneic, males, CNS1-deficient females showed increased fetal resorption accompanied by increased immune cell infiltration and defective remodeling of spiral arteries.",0,9500590,scifact
scifact_435,Foxp3 represses the expression of transcriptional regulators implicated in memory T cell development.,"Our results suggest that, during evolution, a CNS1-dependent mechanism of extrathymic differentiation of Treg cells emerged in placental animals to enforce maternal-fetal tolerance.",0,9500590,scifact
scifact_441,G-CSF increases the expansion and infiltration of MDSCs into tumors.,"Here, integrating human tumour genomics and syngeneic mammary tumour models, we demonstrate that mTOR signalling in cancer cells dictates a mammary tumour's ability to stimulate MDSC accumulation through regulating G-CSF.",1,2014909,scifact
scifact_441,G-CSF increases the expansion and infiltration of MDSCs into tumors.,Myeloid-derived suppressor cells (MDSCs) play critical roles in primary and metastatic cancer progression.,0,2014909,scifact
scifact_441,G-CSF increases the expansion and infiltration of MDSCs into tumors.,"MDSC regulation is widely variable even among patients harbouring the same type of malignancy, and the mechanisms governing such heterogeneity are largely unknown.",0,2014909,scifact
scifact_441,G-CSF increases the expansion and infiltration of MDSCs into tumors.,"Inhibiting this pathway or its activators (for example, FGFR) impairs tumour progression, which is partially rescued by restoring MDSCs or G-CSF.",0,2014909,scifact
scifact_441,G-CSF increases the expansion and infiltration of MDSCs into tumors.,Tumour-initiating cells (TICs) exhibit elevated G-CSF.,0,2014909,scifact
scifact_441,G-CSF increases the expansion and infiltration of MDSCs into tumors.,"MDSCs reciprocally increase TIC frequency through activating Notch in tumour cells, forming a feedforward loop.",0,2014909,scifact
scifact_441,G-CSF increases the expansion and infiltration of MDSCs into tumors.,Analyses of primary breast cancers and patient-derived xenografts corroborate these mechanisms in patients.,0,2014909,scifact
scifact_441,G-CSF increases the expansion and infiltration of MDSCs into tumors.,These findings establish a non-canonical oncogenic role of mTOR signalling in recruiting pro-tumorigenic MDSCs and show how defined cancer subsets may evolve to promote and depend on a distinct immune microenvironment.,0,2014909,scifact
scifact_444,GATA3 regulates cell cycle progression in bone marrow hematopoietic stem cells.,"Furthermore, Gata3 mutant hematopoietic progenitor cells fail to be recruited into an increased cycling state after 5-fluorouracil-induced myelosuppression.",1,10165258,scifact
scifact_444,GATA3 regulates cell cycle progression in bone marrow hematopoietic stem cells.,"Therefore, GATA-3 is required for the maintenance of a normal number of LT-HSCs and for their entry into the cell cycle.",1,10165258,scifact
scifact_444,GATA3 regulates cell cycle progression in bone marrow hematopoietic stem cells.,Maintaining hematopoietic stem cell (HSC) quiescence is a critical property for the life-long generation of blood cells.,0,10165258,scifact
scifact_444,GATA3 regulates cell cycle progression in bone marrow hematopoietic stem cells.,"Approximately 75% of cells in a highly enriched long-term repopulating HSC (LT-HSC) pool (Lin(-)Sca1(+)c-Kit(hi)CD150(+)CD48(-)) are quiescent, with only a small percentage of the LT-HSCs in cycle.",0,10165258,scifact
scifact_444,GATA3 regulates cell cycle progression in bone marrow hematopoietic stem cells.,Transcription factor GATA-3 is known to be vital for the development of T cells at multiple stages in the thymus and for Th2 differentiation in the peripheral organs.,0,10165258,scifact
scifact_444,GATA3 regulates cell cycle progression in bone marrow hematopoietic stem cells.,"Although it is well documented that GATA-3 is expressed in HSCs, a role for GATA-3 in any prethymic progenitor cell has not been established.",0,10165258,scifact
scifact_444,GATA3 regulates cell cycle progression in bone marrow hematopoietic stem cells.,"In the present study, we show that Gata3-null mutant mice generate fewer LT-HSCs and that fewer Gata3-null LT-HSCs are in cycle.",0,10165258,scifact
scifact_445,GATA3 regulates self-renewal capacity in bone marrow hematopoietic stem cells.,"In the present study, we show that Gata3-null mutant mice generate fewer LT-HSCs and that fewer Gata3-null LT-HSCs are in cycle.",1,10165258,scifact
scifact_445,GATA3 regulates self-renewal capacity in bone marrow hematopoietic stem cells.,"Therefore, GATA-3 is required for the maintenance of a normal number of LT-HSCs and for their entry into the cell cycle.",1,10165258,scifact
scifact_445,GATA3 regulates self-renewal capacity in bone marrow hematopoietic stem cells.,Maintaining hematopoietic stem cell (HSC) quiescence is a critical property for the life-long generation of blood cells.,0,10165258,scifact
scifact_445,GATA3 regulates self-renewal capacity in bone marrow hematopoietic stem cells.,"Approximately 75% of cells in a highly enriched long-term repopulating HSC (LT-HSC) pool (Lin(-)Sca1(+)c-Kit(hi)CD150(+)CD48(-)) are quiescent, with only a small percentage of the LT-HSCs in cycle.",0,10165258,scifact
scifact_445,GATA3 regulates self-renewal capacity in bone marrow hematopoietic stem cells.,Transcription factor GATA-3 is known to be vital for the development of T cells at multiple stages in the thymus and for Th2 differentiation in the peripheral organs.,0,10165258,scifact
scifact_445,GATA3 regulates self-renewal capacity in bone marrow hematopoietic stem cells.,"Although it is well documented that GATA-3 is expressed in HSCs, a role for GATA-3 in any prethymic progenitor cell has not been established.",0,10165258,scifact
scifact_445,GATA3 regulates self-renewal capacity in bone marrow hematopoietic stem cells.,"Furthermore, Gata3 mutant hematopoietic progenitor cells fail to be recruited into an increased cycling state after 5-fluorouracil-induced myelosuppression.",0,10165258,scifact
scifact_447,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,"The estimated odds ratio for the risk of gastric cancer in those with a history of infection with H pylori was 2.77 (95% confidence interval 1.04 to 7.97, 2p = 0.039).",1,2052720,scifact
scifact_447,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,CONCLUSIONS H pylori infection may be an important cause of gastric cancer; between 35% and 55% of all cases may be associated with such an infection.,1,2052720,scifact
scifact_447,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,OBJECTIVE To investigate the association between gastric cancer and prior infection with Helicobacter pylori.,0,2052720,scifact
scifact_447,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,"DESIGN Case-control comparison of prevalence of IgG antibodies to H pylori in blood samples collected prospectively, before diagnosis of gastric cancer in the cases.",0,2052720,scifact
scifact_447,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,Presence of H pylori antibody (greater than 10 micrograms IgG/ml) determined by enzyme linked immunosorbent assay (ELISA).,0,2052720,scifact
scifact_447,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,"SUBJECTS 29 men with a subsequent diagnosis of gastric cancer and 116 aged matched controls selected from over 22,000 middle aged men participating in two ongoing cohort studies (the British United Provident Association study and the Caerphilly collaborative heart disease study), who had provided blood samples during 1975-1982.",0,2052720,scifact
scifact_447,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,RESULTS 20 of the 29 cases (69%) and 54 of the 116 controls (47%) were positive for H pylori specific antibody.,0,2052720,scifact
scifact_447,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,"The median specific IgG concentration was significantly higher in the cases than controls (90 micrograms/ml v 3.6 micrograms/ml, p less than 0.01).",0,2052720,scifact
scifact_448,Gastric infection with Helicobacter pylori increases risk of gastric cancer in humans.,"The estimated odds ratio for the risk of gastric cancer in those with a history of infection with H pylori was 2.77 (95% confidence interval 1.04 to 7.97, 2p = 0.039).",1,2052720,scifact
scifact_448,Gastric infection with Helicobacter pylori increases risk of gastric cancer in humans.,CONCLUSIONS H pylori infection may be an important cause of gastric cancer; between 35% and 55% of all cases may be associated with such an infection.,1,2052720,scifact
scifact_448,Gastric infection with Helicobacter pylori increases risk of gastric cancer in humans.,OBJECTIVE To investigate the association between gastric cancer and prior infection with Helicobacter pylori.,0,2052720,scifact
scifact_448,Gastric infection with Helicobacter pylori increases risk of gastric cancer in humans.,"DESIGN Case-control comparison of prevalence of IgG antibodies to H pylori in blood samples collected prospectively, before diagnosis of gastric cancer in the cases.",0,2052720,scifact
scifact_448,Gastric infection with Helicobacter pylori increases risk of gastric cancer in humans.,Presence of H pylori antibody (greater than 10 micrograms IgG/ml) determined by enzyme linked immunosorbent assay (ELISA).,0,2052720,scifact
scifact_448,Gastric infection with Helicobacter pylori increases risk of gastric cancer in humans.,"SUBJECTS 29 men with a subsequent diagnosis of gastric cancer and 116 aged matched controls selected from over 22,000 middle aged men participating in two ongoing cohort studies (the British United Provident Association study and the Caerphilly collaborative heart disease study), who had provided blood samples during 1975-1982.",0,2052720,scifact
scifact_448,Gastric infection with Helicobacter pylori increases risk of gastric cancer in humans.,RESULTS 20 of the 29 cases (69%) and 54 of the 116 controls (47%) were positive for H pylori specific antibody.,0,2052720,scifact
scifact_448,Gastric infection with Helicobacter pylori increases risk of gastric cancer in humans.,"The median specific IgG concentration was significantly higher in the cases than controls (90 micrograms/ml v 3.6 micrograms/ml, p less than 0.01).",0,2052720,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,"BACKGROUND The case-fatality for intentional self-poisoning in the rural developing world is 10-50-fold higher than that in industrialised countries, mostly because of the use of highly toxic pesticides and plants.",0,12209494,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,"We therefore aimed to assess whether routine treatment with multiple-dose activated charcoal, to interrupt enterovascular or enterohepatic circulations, offers benefit compared with no charcoal in such an environment.",0,12209494,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,"METHODS We did an open-label, parallel group, randomised, controlled trial of six 50 g doses of activated charcoal at 4-h intervals versus no charcoal versus one 50 g dose of activated charcoal in three Sri Lankan hospitals.",0,12209494,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,"4632 patients were randomised to receive no charcoal (n=1554), one dose of charcoal (n=1545), or six doses of charcoal (n=1533); outcomes were available for 4629 patients.",0,12209494,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,"2338 (51%) individuals had ingested pesticides, whereas 1647 (36%) had ingested yellow oleander (Thevetia peruviana) seeds.",0,12209494,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,Mortality was the primary outcome measure.,0,12209494,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,Analysis was by intention to treat.,0,12209494,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,The trial is registered with controlled-trials.com as ISRCTN02920054.,0,12209494,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,FINDINGS Mortality did not differ between the groups.,0,12209494,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,"97 (6.3%) of 1531 participants in the multiple-dose group died, compared with 105 (6.8%) of 1554 in the no charcoal group (adjusted odds ratio 0.96, 95% CI 0.70-1.33).",0,12209494,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,"No differences were noted for patients who took particular poisons, were severely ill on admission, or who presented early.",0,12209494,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,"INTERPRETATION We cannot recommend the routine use of multiple-dose activated charcoal in rural Asia Pacific; although further studies of early charcoal administration might be useful, effective affordable treatments are urgently needed.",0,12209494,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,The present study retrospectively analyzed 19 patients diagnosed with paraquat (PQ) poisoning with the aim to investigate the effect of activated charcoal hemoperfusion on renal function and PQ elimination.,0,3430789,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,The results indicated that 7 patients died and 12 survived.,0,3430789,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,Non-oliguric renal failure occurred in all of the 7 patients who died.,0,3430789,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,"Among the 12 surviving patients, 10 had normal renal function and 2 developed non-oliguric renal failure.",0,3430789,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,There was a linear correlation between plasma and urine paraquat concentration prior to and during activated charcoal hemoperfusion.,0,3430789,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,The equation parameters together with the correlation coefficient on admission were as follows: Y=0.5820+1.7348X (R2=0.678; F=35.768; P<0.0001).,0,3430789,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,The equation parameters together with the correlation coefficient were as follows during activated charcoal hemoperfusion: Y=0.6827+1.2649X (R2=0.626; F=50.308; P<0.0001).,0,3430789,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,"Therefore, it was concluded that in patients with normal renal function, the elimination kinetics of PQ by the kidneys were only associated with the plasma PQ concentration.",0,3430789,scifact
scifact_449,Gastric lavage is an effective treatment for acute paraquat poisoning.,Activated charcoal hemoperfusion had little effect on avoiding acute kidney injury in patients with severe PQ poisoning.,0,3430789,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,There was a significantly greater improvement in the Constant-Murley score in the specific exercise group than in the control exercise group (24 points (95% confidence interval 19 to 28.0) v 9 points (5 to 13); mean difference between group: 15 points (8.5 to 20.6)).,1,4200695,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,"OBJECTIVE To evaluate if a specific exercise strategy, targeting the rotator cuff and scapula stabilisers, improves shoulder function and pain more than unspecific exercises in patients with subacromial impingement syndrome, thereby decreasing the need for arthroscopic subacromial decompression.",0,4200695,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,"DESIGN Randomised, participant and single assessor blinded, controlled study.",0,4200695,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,SETTING Department of orthopaedics in a Swedish university hospital.,0,4200695,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,"PARTICIPANTS 102 patients with long standing (over six months) persistent subacromial impingement syndrome in whom earlier conservative treatment had failed, recruited through orthopaedic specialists.",0,4200695,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,INTERVENTIONS The specific exercise strategy consisted of strengthening eccentric exercises for the rotator cuff and concentric/eccentric exercises for the scapula stabilisers in combination with manual mobilisation.,0,4200695,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,The control exercise programme consisted of unspecific movement exercises for the neck and shoulder.,0,4200695,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,Patients in both groups received five to six individual guided treatment sessions during 12 weeks.,0,4200695,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,In between these supervised sessions the participants performed home exercises once or twice a day for 12 weeks.,0,4200695,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,MAIN OUTCOME MEASURES The primary outcome was the Constant-Murley shoulder assessment score evaluating shoulder function and pain.,0,4200695,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,Secondary outcomes were patients' global impression of change because of treatment and decision regarding surgery.,0,4200695,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,"RESULTS Most (97, 95%) participants completed the 12 week study.",0,4200695,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,"Significantly more patients in the specific exercise group reported successful outcome (defined as large improvement or recovered) in the patients' global assessment of change because of treatment: 69% (35/51) v 24% (11/46); odds ratio 7.6, 3.1 to 18.9; P<0.001.",0,4200695,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,"A significantly lower proportion of patients in the specific exercise group subsequently chose to undergo surgery: 20% (10/51) v 63% (29/46); odds ratio 7.7, 3.1 to 19.4; P<0.001).",0,4200695,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,"CONCLUSION A specific exercise strategy, focusing on strengthening eccentric exercises for the rotator cuff and concentric/eccentric exercises for the scapula stabilisers, is effective in reducing pain and improving shoulder function in patients with persistent subacromial impingement syndrome.",0,4200695,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,"By extension, this exercise strategy reduces the need for arthroscopic subacromial decompression within the three month timeframe used in the study.",0,4200695,scifact
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,TRIAL REGISTRATION Clinical trials NCT01037673.,0,4200695,scifact
